category,constraint,target,related,unrelated,isolated_context,related_context,unrelated_context
open_class,low,boyfriend,handsome,badge,[CLS] lindy was knitting a sweater for her [MASK] . [SEP],[CLS] the next word is handsome. lindy was knitting a sweater for her [MASK] . [SEP],[CLS] the next word is badge. lindy was knitting a sweater for her [MASK] . [SEP]
open_class,low,boys,husky,saddle,"[CLS] in college , she met one of the [MASK] who used to mock her . [SEP]","[CLS] the next word is husky. in college , she met one of the [MASK] who used to mock her . [SEP]","[CLS] the next word is saddle. in college , she met one of the [MASK] who used to mock her . [SEP]"
open_class,high,boys,husky,saddle,"[CLS] when the [MASK] were done , they got to choose some prizes . [SEP]","[CLS] the next word is husky. when the [MASK] were done , they got to choose some prizes . [SEP]","[CLS] the next word is saddle. when the [MASK] were done , they got to choose some prizes . [SEP]"
open_class,high,bra,adjustment,pump,"[CLS] a boy named dave snapped her [MASK] strap hard , and ran away . [SEP]","[CLS] the next word is adjustment. a boy named dave snapped her [MASK] strap hard , and ran away . [SEP]","[CLS] the next word is pump. a boy named dave snapped her [MASK] strap hard , and ran away . [SEP]"
open_class,low,bra,adjustment,pump,[CLS] but she needed a [MASK] and there was no getting around it . [SEP],[CLS] the next word is adjustment. but she needed a [MASK] and there was no getting around it . [SEP],[CLS] the next word is pump. but she needed a [MASK] and there was no getting around it . [SEP]
open_class,high,bracelet,ankle,dark,[CLS] she wanted to get a pandora [MASK] for my wife . [SEP],[CLS] the next word is ankle. she wanted to get a pandora [MASK] for my wife . [SEP],[CLS] the next word is dark. she wanted to get a pandora [MASK] for my wife . [SEP]
open_class,low,bracelet,ankle,dark,[CLS] there was a sparkly [MASK] inside that she loved . [SEP],[CLS] the next word is ankle. there was a sparkly [MASK] inside that she loved . [SEP],[CLS] the next word is dark. there was a sparkly [MASK] inside that she loved . [SEP]
open_class,high,brain,einstein,hem,[CLS] it was very cold and he got a [MASK] freeze . [SEP],[CLS] the next word is einstein. it was very cold and he got a [MASK] freeze . [SEP],[CLS] the next word is hem. it was very cold and he got a [MASK] freeze . [SEP]
open_class,low,brain,einstein,hem,[CLS] the doctor did a [MASK] scan . [SEP],[CLS] the next word is einstein. the doctor did a [MASK] scan . [SEP],[CLS] the next word is hem. the doctor did a [MASK] scan . [SEP]
open_class,high,branch,perch,chalkboard,[CLS] henry used a tree [MASK] to haul the two to safety . [SEP],[CLS] the next word is perch. henry used a tree [MASK] to haul the two to safety . [SEP],[CLS] the next word is chalkboard. henry used a tree [MASK] to haul the two to safety . [SEP]
open_class,low,branch,perch,chalkboard,"[CLS] as sam almost reached the ball , the [MASK] he was standing on broke . [SEP]","[CLS] the next word is perch. as sam almost reached the ball , the [MASK] he was standing on broke . [SEP]","[CLS] the next word is chalkboard. as sam almost reached the ball , the [MASK] he was standing on broke . [SEP]"
open_class,low,brave,soldier,compliment,[CLS] but he tried to be [MASK] as he entered the classroom . [SEP],[CLS] the next word is soldier. but he tried to be [MASK] as he entered the classroom . [SEP],[CLS] the next word is compliment. but he tried to be [MASK] as he entered the classroom . [SEP]
open_class,high,brave,soldier,compliment,"[CLS] teddy is [MASK] , faithful and has a huge , commanding bark . [SEP]","[CLS] the next word is soldier. teddy is [MASK] , faithful and has a huge , commanding bark . [SEP]","[CLS] the next word is compliment. teddy is [MASK] , faithful and has a huge , commanding bark . [SEP]"
open_class,low,bravery,courage,behavior,[CLS] when they landed jane commended her son on his [MASK] . [SEP],[CLS] the next word is courage. when they landed jane commended her son on his [MASK] . [SEP],[CLS] the next word is behavior. when they landed jane commended her son on his [MASK] . [SEP]
open_class,high,bravery,courage,behavior,[CLS] they finally left and everyone was relieved at james ' [MASK] . [SEP],[CLS] the next word is courage. they finally left and everyone was relieved at james ' [MASK] . [SEP],[CLS] the next word is behavior. they finally left and everyone was relieved at james ' [MASK] . [SEP]
open_class,low,bread,flour,chinese,"[CLS] once he was in the shop , he asked for some [MASK] . [SEP]","[CLS] the next word is flour. once he was in the shop , he asked for some [MASK] . [SEP]","[CLS] the next word is chinese. once he was in the shop , he asked for some [MASK] . [SEP]"
open_class,high,bread,flour,chinese,[CLS] kelly was eating sourdough [MASK] . [SEP],[CLS] the next word is flour. kelly was eating sourdough [MASK] . [SEP],[CLS] the next word is chinese. kelly was eating sourdough [MASK] . [SEP]
open_class,low,break,mend,mason,[CLS] jimmy needed to [MASK] up with his girlfriend . [SEP],[CLS] the next word is mend. jimmy needed to [MASK] up with his girlfriend . [SEP],[CLS] the next word is mason. jimmy needed to [MASK] up with his girlfriend . [SEP]
open_class,high,break,mend,mason,[CLS] pamela decided to [MASK] up with ralph . [SEP],[CLS] the next word is mend. pamela decided to [MASK] up with ralph . [SEP],[CLS] the next word is mason. pamela decided to [MASK] up with ralph . [SEP]
open_class,low,breakfast,egg,fault,[CLS] grant notices that he has been spending a lot of money on [MASK] . [SEP],[CLS] the next word is egg. grant notices that he has been spending a lot of money on [MASK] . [SEP],[CLS] the next word is fault. grant notices that he has been spending a lot of money on [MASK] . [SEP]
open_class,high,breakfast,egg,fault,[CLS] i decided to make eggs for [MASK] . [SEP],[CLS] the next word is egg. i decided to make eggs for [MASK] . [SEP],[CLS] the next word is fault. i decided to make eggs for [MASK] . [SEP]
open_class,high,breathe,oxygen,hay,[CLS] the man felt he could [MASK] much better . [SEP],[CLS] the next word is oxygen. the man felt he could [MASK] much better . [SEP],[CLS] the next word is hay. the man felt he could [MASK] much better . [SEP]
open_class,low,breathe,oxygen,hay,[CLS] it was hard for him to [MASK] . [SEP],[CLS] the next word is oxygen. it was hard for him to [MASK] . [SEP],[CLS] the next word is hay. it was hard for him to [MASK] . [SEP]
open_class,high,brick,house,headband,[CLS] she stumbled on a [MASK] and hit the wall hard . [SEP],[CLS] the next word is house. she stumbled on a [MASK] and hit the wall hard . [SEP],[CLS] the next word is headband. she stumbled on a [MASK] and hit the wall hard . [SEP]
open_class,low,brick,house,headband,[CLS] it hit our [MASK] fireplace and broke . [SEP],[CLS] the next word is house. it hit our [MASK] fireplace and broke . [SEP],[CLS] the next word is headband. it hit our [MASK] fireplace and broke . [SEP]
open_class,high,bride,wedding,belong,[CLS] bill was thrilled to see his beautiful [MASK] walking down the aisle . [SEP],[CLS] the next word is wedding. bill was thrilled to see his beautiful [MASK] walking down the aisle . [SEP],[CLS] the next word is belong. bill was thrilled to see his beautiful [MASK] walking down the aisle . [SEP]
open_class,low,bride,wedding,belong,"[CLS] vintage jewelry was high style , and the [MASK] was excited by the loan . [SEP]","[CLS] the next word is wedding. vintage jewelry was high style , and the [MASK] was excited by the loan . [SEP]","[CLS] the next word is belong. vintage jewelry was high style , and the [MASK] was excited by the loan . [SEP]"
open_class,low,britain,britannica,mule,[CLS] tom had family in [MASK] . [SEP],[CLS] the next word is britannica. tom had family in [MASK] . [SEP],[CLS] the next word is mule. tom had family in [MASK] . [SEP]
open_class,high,britain,britannica,mule,"[CLS] it was held in new [MASK] , ct . [SEP]","[CLS] the next word is britannica. it was held in new [MASK] , ct . [SEP]","[CLS] the next word is mule. it was held in new [MASK] , ct . [SEP]"
open_class,low,broken,ribs,nephew,"[CLS] his mom came running , his arm was [MASK] . [SEP]","[CLS] the next word is ribs. his mom came running , his arm was [MASK] . [SEP]","[CLS] the next word is nephew. his mom came running , his arm was [MASK] . [SEP]"
open_class,high,broken,ribs,nephew,[CLS] his leg is [MASK] and he now needs to use crutches . [SEP],[CLS] the next word is ribs. his leg is [MASK] and he now needs to use crutches . [SEP],[CLS] the next word is nephew. his leg is [MASK] and he now needs to use crutches . [SEP]
open_class,high,brother,sibling,disbelief,[CLS] the [MASK] and sister stood back to admire their work . [SEP],[CLS] the next word is sibling. the [MASK] and sister stood back to admire their work . [SEP],[CLS] the next word is disbelief. the [MASK] and sister stood back to admire their work . [SEP]
open_class,low,brother,sibling,disbelief,[CLS] my [MASK] told her that i did it and she got mad . [SEP],[CLS] the next word is sibling. my [MASK] told her that i did it and she got mad . [SEP],[CLS] the next word is disbelief. my [MASK] told her that i did it and she got mad . [SEP]
open_class,low,brothers,blues,meteor,[CLS] then he drove to his [MASK] house . [SEP],[CLS] the next word is blues. then he drove to his [MASK] house . [SEP],[CLS] the next word is meteor. then he drove to his [MASK] house . [SEP]
open_class,high,brothers,blues,meteor,[CLS] sara 's [MASK] was sad . [SEP],[CLS] the next word is blues. sara 's [MASK] was sad . [SEP],[CLS] the next word is meteor. sara 's [MASK] was sad . [SEP]
open_class,high,brush,broom,ascent,[CLS] but she had lost her hair [MASK] ! [SEP],[CLS] the next word is broom. but she had lost her hair [MASK] ! [SEP],[CLS] the next word is ascent. but she had lost her hair [MASK] ! [SEP]
open_class,low,brush,broom,ascent,[CLS] clint saw a deer run from the [MASK] . [SEP],[CLS] the next word is broom. clint saw a deer run from the [MASK] . [SEP],[CLS] the next word is ascent. clint saw a deer run from the [MASK] . [SEP]
open_class,high,bubble,soap,phony,[CLS] enid poured some [MASK] bath under the running water . [SEP],[CLS] the next word is soap. enid poured some [MASK] bath under the running water . [SEP],[CLS] the next word is phony. enid poured some [MASK] bath under the running water . [SEP]
open_class,low,bubble,soap,phony,[CLS] it was very relaxing for her to use her new [MASK] bath . [SEP],[CLS] the next word is soap. it was very relaxing for her to use her new [MASK] bath . [SEP],[CLS] the next word is phony. it was very relaxing for her to use her new [MASK] bath . [SEP]
open_class,high,bucket,tub,think,[CLS] brian ended up holding his hand in the [MASK] for longer . [SEP],[CLS] the next word is tub. brian ended up holding his hand in the [MASK] for longer . [SEP],[CLS] the next word is think. brian ended up holding his hand in the [MASK] for longer . [SEP]
open_class,low,bucket,tub,think,"[CLS] unfortunately , he could n't carry a tune in a [MASK] . [SEP]","[CLS] the next word is tub. unfortunately , he could n't carry a tune in a [MASK] . [SEP]","[CLS] the next word is think. unfortunately , he could n't carry a tune in a [MASK] . [SEP]"
open_class,high,buffalo,herd,around,[CLS] back in 2009 the [MASK] bills signed terrell owens . [SEP],[CLS] the next word is herd. back in 2009 the [MASK] bills signed terrell owens . [SEP],[CLS] the next word is around. back in 2009 the [MASK] bills signed terrell owens . [SEP]
open_class,low,buffalo,herd,around,[CLS] jeremy decided he 'd make his family 's famous [MASK] chicken dip . [SEP],[CLS] the next word is herd. jeremy decided he 'd make his family 's famous [MASK] chicken dip . [SEP],[CLS] the next word is around. jeremy decided he 'd make his family 's famous [MASK] chicken dip . [SEP]
open_class,high,bug,rodent,mower,[CLS] so she decided to use special [MASK] spray . [SEP],[CLS] the next word is rodent. so she decided to use special [MASK] spray . [SEP],[CLS] the next word is mower. so she decided to use special [MASK] spray . [SEP]
open_class,low,bug,rodent,mower,[CLS] then he got hit in the face by a big [MASK] . [SEP],[CLS] the next word is rodent. then he got hit in the face by a big [MASK] . [SEP],[CLS] the next word is mower. then he got hit in the face by a big [MASK] . [SEP]
open_class,low,build,lumber,insane,[CLS] one day he decided to [MASK] one . [SEP],[CLS] the next word is lumber. one day he decided to [MASK] one . [SEP],[CLS] the next word is insane. one day he decided to [MASK] one . [SEP]
open_class,high,build,lumber,insane,[CLS] i had a dream that i went to [MASK] a bear . [SEP],[CLS] the next word is lumber. i had a dream that i went to [MASK] a bear . [SEP],[CLS] the next word is insane. i had a dream that i went to [MASK] a bear . [SEP]
open_class,low,builder,creator,waterfall,[CLS] we decided to work with a [MASK] for a new house . [SEP],[CLS] the next word is creator. we decided to work with a [MASK] for a new house . [SEP],[CLS] the next word is waterfall. we decided to work with a [MASK] for a new house . [SEP]
open_class,high,builder,creator,waterfall,[CLS] the body [MASK] told him all of his secrets . [SEP],[CLS] the next word is creator. the body [MASK] told him all of his secrets . [SEP],[CLS] the next word is waterfall. the body [MASK] told him all of his secrets . [SEP]
open_class,high,building,complex,what,[CLS] sam live in an old apartment [MASK] . [SEP],[CLS] the next word is complex. sam live in an old apartment [MASK] . [SEP],[CLS] the next word is what. sam live in an old apartment [MASK] . [SEP]
open_class,low,building,complex,what,[CLS] harry is a 78 year old professor who lives in the [MASK] . [SEP],[CLS] the next word is complex. harry is a 78 year old professor who lives in the [MASK] . [SEP],[CLS] the next word is what. harry is a 78 year old professor who lives in the [MASK] . [SEP]
open_class,low,bum,filthy,bravery,[CLS] if he had n't seen the [MASK] he would have went to the store for nothing . [SEP],[CLS] the next word is filthy. if he had n't seen the [MASK] he would have went to the store for nothing . [SEP],[CLS] the next word is bravery. if he had n't seen the [MASK] he would have went to the store for nothing . [SEP]
open_class,high,bum,filthy,bravery,[CLS] the president dresses like a [MASK] and loiters in a neighborhood . [SEP],[CLS] the next word is filthy. the president dresses like a [MASK] and loiters in a neighborhood . [SEP],[CLS] the next word is bravery. the president dresses like a [MASK] and loiters in a neighborhood . [SEP]
open_class,high,bump,grind,condemn,[CLS] i had a really bad [MASK] from the fall on my head . [SEP],[CLS] the next word is grind. i had a really bad [MASK] from the fall on my head . [SEP],[CLS] the next word is condemn. i had a really bad [MASK] from the fall on my head . [SEP]
open_class,low,bump,grind,condemn,"[CLS] one week later , they were sleeping and heard a [MASK] . [SEP]","[CLS] the next word is grind. one week later , they were sleeping and heard a [MASK] . [SEP]","[CLS] the next word is condemn. one week later , they were sleeping and heard a [MASK] . [SEP]"
open_class,high,bush,plant,disguise,[CLS] three tiny kittens sat shivering under a [MASK] . [SEP],[CLS] the next word is plant. three tiny kittens sat shivering under a [MASK] . [SEP],[CLS] the next word is disguise. three tiny kittens sat shivering under a [MASK] . [SEP]
open_class,low,bush,plant,disguise,[CLS] a [MASK] broke pat 's fall . [SEP],[CLS] the next word is plant. a [MASK] broke pat 's fall . [SEP],[CLS] the next word is disguise. a [MASK] broke pat 's fall . [SEP]
open_class,high,business,statistics,cuff,[CLS] today i found out the deli went out of [MASK] . [SEP],[CLS] the next word is statistics. today i found out the deli went out of [MASK] . [SEP],[CLS] the next word is cuff. today i found out the deli went out of [MASK] . [SEP]
open_class,low,business,statistics,cuff,[CLS] the [MASK] got downsized and denise lost her job . [SEP],[CLS] the next word is statistics. the [MASK] got downsized and denise lost her job . [SEP],[CLS] the next word is cuff. the [MASK] got downsized and denise lost her job . [SEP]
open_class,high,busy,downtown,capture,"[CLS] though , she no longer had time for them as she was so [MASK] . [SEP]","[CLS] the next word is downtown. though , she no longer had time for them as she was so [MASK] . [SEP]","[CLS] the next word is capture. though , she no longer had time for them as she was so [MASK] . [SEP]"
open_class,low,busy,downtown,capture,[CLS] now i am [MASK] making baby blankets that are a perfect gift . [SEP],[CLS] the next word is downtown. now i am [MASK] making baby blankets that are a perfect gift . [SEP],[CLS] the next word is capture. now i am [MASK] making baby blankets that are a perfect gift . [SEP]
open_class,high,butter,popcorn,pronoun,[CLS] we also got a kong toy with peanut [MASK] . [SEP],[CLS] the next word is popcorn. we also got a kong toy with peanut [MASK] . [SEP],[CLS] the next word is pronoun. we also got a kong toy with peanut [MASK] . [SEP]
open_class,low,butter,popcorn,pronoun,[CLS] when she went to get the [MASK] there was no more left . [SEP],[CLS] the next word is popcorn. when she went to get the [MASK] there was no more left . [SEP],[CLS] the next word is pronoun. when she went to get the [MASK] there was no more left . [SEP]
open_class,high,butterfly,monarch,son,[CLS] all of a sudden a [MASK] landed on her . [SEP],[CLS] the next word is monarch. all of a sudden a [MASK] landed on her . [SEP],[CLS] the next word is son. all of a sudden a [MASK] landed on her . [SEP]
open_class,low,butterfly,monarch,son,[CLS] samantha took a picture of the [MASK] . [SEP],[CLS] the next word is monarch. samantha took a picture of the [MASK] . [SEP],[CLS] the next word is son. samantha took a picture of the [MASK] . [SEP]
open_class,low,cab,hail,drowsy,"[CLS] i prefer [MASK] drivers sometimes , as they know the area . [SEP]","[CLS] the next word is hail. i prefer [MASK] drivers sometimes , as they know the area . [SEP]","[CLS] the next word is drowsy. i prefer [MASK] drivers sometimes , as they know the area . [SEP]"
open_class,high,cab,hail,drowsy,[CLS] he asked a [MASK] driver how often the sun came out . [SEP],[CLS] the next word is hail. he asked a [MASK] driver how often the sun came out . [SEP],[CLS] the next word is drowsy. he asked a [MASK] driver how often the sun came out . [SEP]
open_class,low,cabbage,spinach,decision,[CLS] sparky 's teacher sent a picture of the [MASK] to the seed company . [SEP],[CLS] the next word is spinach. sparky 's teacher sent a picture of the [MASK] to the seed company . [SEP],[CLS] the next word is decision. sparky 's teacher sent a picture of the [MASK] to the seed company . [SEP]
open_class,high,cabbage,spinach,decision,[CLS] she ran and asked her mother for a [MASK] patch doll . [SEP],[CLS] the next word is spinach. she ran and asked her mother for a [MASK] patch doll . [SEP],[CLS] the next word is decision. she ran and asked her mother for a [MASK] patch doll . [SEP]
open_class,high,cabin,log,under,[CLS] jeremy was in a [MASK] in alaska . [SEP],[CLS] the next word is log. jeremy was in a [MASK] in alaska . [SEP],[CLS] the next word is under. jeremy was in a [MASK] in alaska . [SEP]
open_class,low,cabin,log,under,[CLS] kevin likes to go to his hunting [MASK] . [SEP],[CLS] the next word is log. kevin likes to go to his hunting [MASK] . [SEP],[CLS] the next word is under. kevin likes to go to his hunting [MASK] . [SEP]
open_class,high,cabinet,medicine,unequal,[CLS] he went to the [MASK] and found no coffee . [SEP],[CLS] the next word is medicine. he went to the [MASK] and found no coffee . [SEP],[CLS] the next word is unequal. he went to the [MASK] and found no coffee . [SEP]
open_class,low,cabinet,medicine,unequal,"[CLS] four days later , she found it completely moldy in the [MASK] . [SEP]","[CLS] the next word is medicine. four days later , she found it completely moldy in the [MASK] . [SEP]","[CLS] the next word is unequal. four days later , she found it completely moldy in the [MASK] . [SEP]"
open_class,high,cactus,desert,jumpy,[CLS] my friend recommended i buy some [MASK] plants . [SEP],[CLS] the next word is desert. my friend recommended i buy some [MASK] plants . [SEP],[CLS] the next word is jumpy. my friend recommended i buy some [MASK] plants . [SEP]
open_class,low,cactus,desert,jumpy,[CLS] she remembered that a [MASK] has water in it . [SEP],[CLS] the next word is desert. she remembered that a [MASK] has water in it . [SEP],[CLS] the next word is jumpy. she remembered that a [MASK] has water in it . [SEP]
open_class,low,cake,baker,yard,[CLS] she went to the supermarket to pick up the [MASK] . [SEP],[CLS] the next word is baker. she went to the supermarket to pick up the [MASK] . [SEP],[CLS] the next word is yard. she went to the supermarket to pick up the [MASK] . [SEP]
open_class,high,cake,baker,yard,[CLS] his mom made him a big birthday [MASK] . [SEP],[CLS] the next word is baker. his mom made him a big birthday [MASK] . [SEP],[CLS] the next word is yard. his mom made him a big birthday [MASK] . [SEP]
open_class,low,calculate,measure,running,"[CLS] but , now , jenny 's register wo n't [MASK] the change . [SEP]","[CLS] the next word is measure. but , now , jenny 's register wo n't [MASK] the change . [SEP]","[CLS] the next word is running. but , now , jenny 's register wo n't [MASK] the change . [SEP]"
open_class,high,calculate,measure,running,[CLS] he needed to [MASK] dimensions . [SEP],[CLS] the next word is measure. he needed to [MASK] dimensions . [SEP],[CLS] the next word is running. he needed to [MASK] dimensions . [SEP]
open_class,low,call,page,brand,[CLS] she had to [MASK] and reschedule her appointment . [SEP],[CLS] the next word is page. she had to [MASK] and reschedule her appointment . [SEP],[CLS] the next word is brand. she had to [MASK] and reschedule her appointment . [SEP]
open_class,high,call,page,brand,[CLS] harry decides to [MASK] for help after realizing their phone was broken . [SEP],[CLS] the next word is page. harry decides to [MASK] for help after realizing their phone was broken . [SEP],[CLS] the next word is brand. harry decides to [MASK] for help after realizing their phone was broken . [SEP]
open_class,low,calm,enrage,heavy,[CLS] he began to [MASK] down . [SEP],[CLS] the next word is enrage. he began to [MASK] down . [SEP],[CLS] the next word is heavy. he began to [MASK] down . [SEP]
open_class,high,calm,enrage,heavy,[CLS] her dad told her numerous times to [MASK] down . [SEP],[CLS] the next word is enrage. her dad told her numerous times to [MASK] down . [SEP],[CLS] the next word is heavy. her dad told her numerous times to [MASK] down . [SEP]
open_class,low,camera,media,excuse,[CLS] john needed a new [MASK] . [SEP],[CLS] the next word is media. john needed a new [MASK] . [SEP],[CLS] the next word is excuse. john needed a new [MASK] . [SEP]
open_class,high,camera,media,excuse,[CLS] his friend held the [MASK] ready to film . [SEP],[CLS] the next word is media. his friend held the [MASK] ready to film . [SEP],[CLS] the next word is excuse. his friend held the [MASK] ready to film . [SEP]
open_class,high,camp,boot,sonic,[CLS] it was suzy 's first day of summer [MASK] . [SEP],[CLS] the next word is boot. it was suzy 's first day of summer [MASK] . [SEP],[CLS] the next word is sonic. it was suzy 's first day of summer [MASK] . [SEP]
open_class,low,camp,boot,sonic,[CLS] they picked out the perfect [MASK] site . [SEP],[CLS] the next word is boot. they picked out the perfect [MASK] site . [SEP],[CLS] the next word is sonic. they picked out the perfect [MASK] site . [SEP]
open_class,low,cancer,lung,tenor,[CLS] jane found out she had [MASK] and felt severely broken . [SEP],[CLS] the next word is lung. jane found out she had [MASK] and felt severely broken . [SEP],[CLS] the next word is tenor. jane found out she had [MASK] and felt severely broken . [SEP]
open_class,high,cancer,lung,tenor,[CLS] anna was diagnosed with stage 3 lung [MASK] . [SEP],[CLS] the next word is lung. anna was diagnosed with stage 3 lung [MASK] . [SEP],[CLS] the next word is tenor. anna was diagnosed with stage 3 lung [MASK] . [SEP]
open_class,low,candle,birthday,joker,[CLS] she invented a new smelling [MASK] that day . [SEP],[CLS] the next word is birthday. she invented a new smelling [MASK] that day . [SEP],[CLS] the next word is joker. she invented a new smelling [MASK] that day . [SEP]
open_class,high,candle,birthday,joker,[CLS] she decided to light a [MASK] . [SEP],[CLS] the next word is birthday. she decided to light a [MASK] . [SEP],[CLS] the next word is joker. she decided to light a [MASK] . [SEP]
open_class,high,candy,tart,bud,"[CLS] every time the mailman came , he would give jake a few pieces of [MASK] . [SEP]","[CLS] the next word is tart. every time the mailman came , he would give jake a few pieces of [MASK] . [SEP]","[CLS] the next word is bud. every time the mailman came , he would give jake a few pieces of [MASK] . [SEP]"
open_class,low,candy,tart,bud,[CLS] she put each category of [MASK] into a container . [SEP],[CLS] the next word is tart. she put each category of [MASK] into a container . [SEP],[CLS] the next word is bud. she put each category of [MASK] into a container . [SEP]
open_class,low,cans,cupboard,cake,[CLS] andrew was scolded by the neighbor about the [MASK] in his yard . [SEP],[CLS] the next word is cupboard. andrew was scolded by the neighbor about the [MASK] in his yard . [SEP],[CLS] the next word is cake. andrew was scolded by the neighbor about the [MASK] in his yard . [SEP]
open_class,high,cans,cupboard,cake,[CLS] ken immediately went out to the trash [MASK] to search . [SEP],[CLS] the next word is cupboard. ken immediately went out to the trash [MASK] to search . [SEP],[CLS] the next word is cake. ken immediately went out to the trash [MASK] to search . [SEP]
open_class,low,car,petroleum,dishonest,[CLS] gina was driving behind a [MASK] heading home . [SEP],[CLS] the next word is petroleum. gina was driving behind a [MASK] heading home . [SEP],[CLS] the next word is dishonest. gina was driving behind a [MASK] heading home . [SEP]
open_class,high,car,petroleum,dishonest,[CLS] he tried to open the door of his [MASK] to start it . [SEP],[CLS] the next word is petroleum. he tried to open the door of his [MASK] to start it . [SEP],[CLS] the next word is dishonest. he tried to open the door of his [MASK] to start it . [SEP]
open_class,high,card,stamp,stadium,[CLS] harry used the credit [MASK] for his own payments . [SEP],[CLS] the next word is stamp. harry used the credit [MASK] for his own payments . [SEP],[CLS] the next word is stadium. harry used the credit [MASK] for his own payments . [SEP]
open_class,low,card,stamp,stadium,[CLS] then one drunken night he bet all his money on a [MASK] game . [SEP],[CLS] the next word is stamp. then one drunken night he bet all his money on a [MASK] game . [SEP],[CLS] the next word is stadium. then one drunken night he bet all his money on a [MASK] game . [SEP]
open_class,low,cards,gamble,horn,[CLS] kerry made customized flash [MASK] . [SEP],[CLS] the next word is gamble. kerry made customized flash [MASK] . [SEP],[CLS] the next word is horn. kerry made customized flash [MASK] . [SEP]
open_class,high,cards,gamble,horn,[CLS] on thursday her friend had new [MASK] and wanted to trade with kim . [SEP],[CLS] the next word is gamble. on thursday her friend had new [MASK] and wanted to trade with kim . [SEP],[CLS] the next word is horn. on thursday her friend had new [MASK] and wanted to trade with kim . [SEP]
open_class,high,care,health,bait,[CLS] laura did n't want to take [MASK] of the cat . [SEP],[CLS] the next word is health. laura did n't want to take [MASK] of the cat . [SEP],[CLS] the next word is bait. laura did n't want to take [MASK] of the cat . [SEP]
open_class,low,care,health,bait,[CLS] she charted out her route with great [MASK] . [SEP],[CLS] the next word is health. she charted out her route with great [MASK] . [SEP],[CLS] the next word is bait. she charted out her route with great [MASK] . [SEP]
open_class,low,careful,tactful,cafe,[CLS] marley was more [MASK] at work . [SEP],[CLS] the next word is tactful. marley was more [MASK] at work . [SEP],[CLS] the next word is cafe. marley was more [MASK] at work . [SEP]
open_class,high,careful,tactful,cafe,[CLS] she kept [MASK] care of it daily . [SEP],[CLS] the next word is tactful. she kept [MASK] care of it daily . [SEP],[CLS] the next word is cafe. she kept [MASK] care of it daily . [SEP]
open_class,high,caring,giving,brain,"[CLS] well , he stopped [MASK] if they had sex . [SEP]","[CLS] the next word is giving. well , he stopped [MASK] if they had sex . [SEP]","[CLS] the next word is brain. well , he stopped [MASK] if they had sex . [SEP]"
open_class,low,caring,giving,brain,[CLS] joan was thankful that her roommate was so [MASK] . [SEP],[CLS] the next word is giving. joan was thankful that her roommate was so [MASK] . [SEP],[CLS] the next word is brain. joan was thankful that her roommate was so [MASK] . [SEP]
open_class,low,carpet,plush,fin,[CLS] the [MASK] was ruined ! [SEP],[CLS] the next word is plush. the [MASK] was ruined ! [SEP],[CLS] the next word is fin. the [MASK] was ruined ! [SEP]
open_class,high,carpet,plush,fin,[CLS] the [MASK] was wet and sticky . [SEP],[CLS] the next word is plush. the [MASK] was wet and sticky . [SEP],[CLS] the next word is fin. the [MASK] was wet and sticky . [SEP]
open_class,low,carrot,turnip,playing,[CLS] julian planted some [MASK] seeds in his mother 's garden . [SEP],[CLS] the next word is turnip. julian planted some [MASK] seeds in his mother 's garden . [SEP],[CLS] the next word is playing. julian planted some [MASK] seeds in his mother 's garden . [SEP]
open_class,high,carrot,turnip,playing,[CLS] but then her mom pulled out a [MASK] cake and rice krispies ! [SEP],[CLS] the next word is turnip. but then her mom pulled out a [MASK] cake and rice krispies ! [SEP],[CLS] the next word is playing. but then her mom pulled out a [MASK] cake and rice krispies ! [SEP]
open_class,high,carry,tow,loyalty,[CLS] the army created the manhattan project to [MASK] out the order . [SEP],[CLS] the next word is tow. the army created the manhattan project to [MASK] out the order . [SEP],[CLS] the next word is loyalty. the army created the manhattan project to [MASK] out the order . [SEP]
open_class,low,carry,tow,loyalty,[CLS] he designed it to [MASK] small buckets and vacuum the floor . [SEP],[CLS] the next word is tow. he designed it to [MASK] small buckets and vacuum the floor . [SEP],[CLS] the next word is loyalty. he designed it to [MASK] small buckets and vacuum the floor . [SEP]
open_class,high,cars,fleet,third,[CLS] and he had several other [MASK] in his garage . [SEP],[CLS] the next word is fleet. and he had several other [MASK] in his garage . [SEP],[CLS] the next word is third. and he had several other [MASK] in his garage . [SEP]
open_class,low,cars,fleet,third,[CLS] the oncoming [MASK] beep angrily . [SEP],[CLS] the next word is fleet. the oncoming [MASK] beep angrily . [SEP],[CLS] the next word is third. the oncoming [MASK] beep angrily . [SEP]
open_class,low,cash,check,throat,[CLS] our office deals with hundreds of dollars in [MASK] a day . [SEP],[CLS] the next word is check. our office deals with hundreds of dollars in [MASK] a day . [SEP],[CLS] the next word is throat. our office deals with hundreds of dollars in [MASK] a day . [SEP]
open_class,high,cash,check,throat,[CLS] the winner would receive one hundred dollars [MASK] ! [SEP],[CLS] the next word is check. the winner would receive one hundred dollars [MASK] ! [SEP],[CLS] the next word is throat. the winner would receive one hundred dollars [MASK] ! [SEP]
open_class,high,castle,sand,possible,[CLS] i was finally king of my own [MASK] . [SEP],[CLS] the next word is sand. i was finally king of my own [MASK] . [SEP],[CLS] the next word is possible. i was finally king of my own [MASK] . [SEP]
