target,related,unrelated,relation,context
hands,gloves,vest,instrument,[CLS] aimee [MASK] the child a lollipop and his tears halt abruptly . [SEP]
hands,prayer,gravity,unclassified,[CLS] aimee [MASK] the child a lollipop and his tears halt abruptly . [SEP]
hands,gloves,vest,instrument,[CLS] his [MASK] became dyed blue . [SEP]
hands,prayer,gravity,unclassified,[CLS] his [MASK] became dyed blue . [SEP]
hands,gloves,vest,instrument,[CLS] our favorite player shook our [MASK] . [SEP]
hands,prayer,gravity,unclassified,[CLS] our favorite player shook our [MASK] . [SEP]
hands,gloves,vest,instrument,[CLS] it got all over tom 's [MASK] . [SEP]
hands,prayer,gravity,unclassified,[CLS] it got all over tom 's [MASK] . [SEP]
hands,gloves,vest,instrument,"[CLS] adam clasped his [MASK] together , and looked at the assembled parents . [SEP]"
hands,prayer,gravity,unclassified,"[CLS] adam clasped his [MASK] together , and looked at the assembled parents . [SEP]"
happy,delight,planning,synonym,[CLS] she is [MASK] most of the time . [SEP]
happy,live,boil,unclassified,[CLS] she is [MASK] most of the time . [SEP]
happy,delight,planning,synonym,[CLS] his mom was n't [MASK] after he shined the spot on her precious vase . [SEP]
happy,live,boil,unclassified,[CLS] his mom was n't [MASK] after he shined the spot on her precious vase . [SEP]
happy,delight,planning,synonym,"[CLS] at the end of the trip , she was [MASK] with how she prepared . [SEP]"
happy,live,boil,unclassified,"[CLS] at the end of the trip , she was [MASK] with how she prepared . [SEP]"
happy,delight,planning,synonym,[CLS] and sara was [MASK] that there was still lots of time to play . [SEP]
happy,live,boil,unclassified,[CLS] and sara was [MASK] that there was still lots of time to play . [SEP]
happy,delight,planning,synonym,[CLS] he made an appointment for the fillings and went home [MASK] . [SEP]
happy,live,boil,unclassified,[CLS] he made an appointment for the fillings and went home [MASK] . [SEP]
happy,delight,planning,synonym,[CLS] the owner was so [MASK] they gave bob a reward for returning hank . [SEP]
happy,live,boil,unclassified,[CLS] the owner was so [MASK] they gave bob a reward for returning hank . [SEP]
happy,delight,planning,synonym,[CLS] he was [MASK] to be learning a new language . [SEP]
happy,live,boil,unclassified,[CLS] he was [MASK] to be learning a new language . [SEP]
happy,delight,planning,synonym,[CLS] her mom did n't like the eggs but ate them anyway to make hailey [MASK] . [SEP]
happy,live,boil,unclassified,[CLS] her mom did n't like the eggs but ate them anyway to make hailey [MASK] . [SEP]
happy,delight,planning,synonym,[CLS] elle was so [MASK] to bring her new pet home ! [SEP]
happy,live,boil,unclassified,[CLS] elle was so [MASK] to bring her new pet home ! [SEP]
happy,delight,planning,synonym,[CLS] erica has not been [MASK] with her marriage . [SEP]
happy,live,boil,unclassified,[CLS] erica has not been [MASK] with her marriage . [SEP]
hard,erect,tone,synonym,[CLS] she worked on the [MASK] parts for an hour every day . [SEP]
hard,discomfort,integrate,unclassified,[CLS] she worked on the [MASK] parts for an hour every day . [SEP]
hard,erect,tone,synonym,[CLS] he was eating a pie when he felt something very [MASK] in his mouth . [SEP]
hard,discomfort,integrate,unclassified,[CLS] he was eating a pie when he felt something very [MASK] in his mouth . [SEP]
hard,erect,tone,synonym,"[CLS] as i was passing an exit , i felt cold , [MASK] steel on my arm . [SEP]"
hard,discomfort,integrate,unclassified,"[CLS] as i was passing an exit , i felt cold , [MASK] steel on my arm . [SEP]"
hard,erect,tone,synonym,[CLS] he hit his head [MASK] and woke up thinking he really was a monkey . [SEP]
hard,discomfort,integrate,unclassified,[CLS] he hit his head [MASK] and woke up thinking he really was a monkey . [SEP]
hard,erect,tone,synonym,[CLS] jerry took a bite of some [MASK] candy . [SEP]
hard,discomfort,integrate,unclassified,[CLS] jerry took a bite of some [MASK] candy . [SEP]
hard,erect,tone,synonym,[CLS] now she was strapped to a [MASK] steel gurney . [SEP]
hard,discomfort,integrate,unclassified,[CLS] now she was strapped to a [MASK] steel gurney . [SEP]
hard,erect,tone,synonym,[CLS] jim fell down [MASK] onto the pavement . [SEP]
hard,discomfort,integrate,unclassified,[CLS] jim fell down [MASK] onto the pavement . [SEP]
hard,erect,tone,synonym,[CLS] one day he hit it so [MASK] that it broke . [SEP]
hard,discomfort,integrate,unclassified,[CLS] one day he hit it so [MASK] that it broke . [SEP]
hard,erect,tone,synonym,[CLS] he threw the football as [MASK] as he could . [SEP]
hard,discomfort,integrate,unclassified,[CLS] he threw the football as [MASK] as he could . [SEP]
hard,erect,tone,synonym,[CLS] jason works very [MASK] to prepare for his test . [SEP]
hard,discomfort,integrate,unclassified,[CLS] jason works very [MASK] to prepare for his test . [SEP]
hat,cap,nothing,synonym,[CLS] the [MASK] outlet had a sale on hats . [SEP]
hat,bandanna,indian,supraordinate,[CLS] the [MASK] outlet had a sale on hats . [SEP]
hat,cap,nothing,synonym,[CLS] she had to admit she 'd wasted her money on this [MASK] . [SEP]
hat,bandanna,indian,supraordinate,[CLS] she had to admit she 'd wasted her money on this [MASK] . [SEP]
hat,cap,nothing,synonym,[CLS] bill decided to get a [MASK] to block out the sun . [SEP]
hat,bandanna,indian,supraordinate,[CLS] bill decided to get a [MASK] to block out the sun . [SEP]
hat,cap,nothing,synonym,[CLS] zoe decided she wanted a [MASK] . [SEP]
hat,bandanna,indian,supraordinate,[CLS] zoe decided she wanted a [MASK] . [SEP]
hat,cap,nothing,synonym,[CLS] he gave the snowman a cool [MASK] . [SEP]
hat,bandanna,indian,supraordinate,[CLS] he gave the snowman a cool [MASK] . [SEP]
hat,cap,nothing,synonym,[CLS] pete tipped his [MASK] and kept going . [SEP]
hat,bandanna,indian,supraordinate,[CLS] pete tipped his [MASK] and kept going . [SEP]
hat,cap,nothing,synonym,[CLS] while i was there i saw a really nice cowboy [MASK] . [SEP]
hat,bandanna,indian,supraordinate,[CLS] while i was there i saw a really nice cowboy [MASK] . [SEP]
hat,cap,nothing,synonym,[CLS] maria wore a beautiful new yellow [MASK] with large borders . [SEP]
hat,bandanna,indian,supraordinate,[CLS] maria wore a beautiful new yellow [MASK] with large borders . [SEP]
hat,cap,nothing,synonym,[CLS] his [MASK] blew away from his head . [SEP]
hat,bandanna,indian,supraordinate,[CLS] his [MASK] blew away from his head . [SEP]
hat,cap,nothing,synonym,"[CLS] last sunday elisa dressed up in tight pants , shirt and a straw [MASK] . [SEP]"
hat,bandanna,indian,supraordinate,"[CLS] last sunday elisa dressed up in tight pants , shirt and a straw [MASK] . [SEP]"
hate,dislike,hiking,synonym,"[CLS] yet to her surprise when the baby came , she did n't [MASK] them . [SEP]"
hate,greed,stopper,unclassified,"[CLS] yet to her surprise when the baby came , she did n't [MASK] them . [SEP]"
hate,dislike,hiking,synonym,[CLS] his mother and sister [MASK] highway driving . [SEP]
hate,greed,stopper,unclassified,[CLS] his mother and sister [MASK] highway driving . [SEP]
hate,dislike,hiking,synonym,"[CLS] charles shouted out , looks like you taught your dog to [MASK] blacks ? [SEP]"
hate,greed,stopper,unclassified,"[CLS] charles shouted out , looks like you taught your dog to [MASK] blacks ? [SEP]"
hate,dislike,hiking,synonym,[CLS] i [MASK] when businesses are trying to become a monopoly . [SEP]
hate,greed,stopper,unclassified,[CLS] i [MASK] when businesses are trying to become a monopoly . [SEP]
hate,dislike,hiking,synonym,"[CLS] in his [MASK] , he named his pet dog mahmoud . [SEP]"
hate,greed,stopper,unclassified,"[CLS] in his [MASK] , he named his pet dog mahmoud . [SEP]"
hate,dislike,hiking,synonym,[CLS] i used to [MASK] the color yellow . [SEP]
hate,greed,stopper,unclassified,[CLS] i used to [MASK] the color yellow . [SEP]
hate,dislike,hiking,synonym,[CLS] i [MASK] doing pushups and i was not happy to have to do them . [SEP]
hate,greed,stopper,unclassified,[CLS] i [MASK] doing pushups and i was not happy to have to do them . [SEP]
hate,dislike,hiking,synonym,[CLS] to this day i [MASK] checkers . [SEP]
hate,greed,stopper,unclassified,[CLS] to this day i [MASK] checkers . [SEP]
hate,dislike,hiking,synonym,[CLS] i [MASK] working late at the restaurant . [SEP]
hate,greed,stopper,unclassified,[CLS] i [MASK] working late at the restaurant . [SEP]
hate,dislike,hiking,synonym,[CLS] i [MASK] going on an airplane . [SEP]
hate,greed,stopper,unclassified,[CLS] i [MASK] going on an airplane . [SEP]
have,must,facts,forward phrasal associate,[CLS] tonight was a night she was going to [MASK] them . [SEP]
have,retain,newspaper,synonym,[CLS] tonight was a night she was going to [MASK] them . [SEP]
have,must,facts,forward phrasal associate,[CLS] kim 's mother did n't want her to [MASK] garbage pail kids cards . [SEP]
have,retain,newspaper,synonym,[CLS] kim 's mother did n't want her to [MASK] garbage pail kids cards . [SEP]
have,must,facts,forward phrasal associate,"[CLS] when she arrived at the picnic , she realized she did n't [MASK] enough . [SEP]"
have,retain,newspaper,synonym,"[CLS] when she arrived at the picnic , she realized she did n't [MASK] enough . [SEP]"
have,must,facts,forward phrasal associate,[CLS] dan decided to [MASK] a cookout for july 4th . [SEP]
have,retain,newspaper,synonym,[CLS] dan decided to [MASK] a cookout for july 4th . [SEP]
have,must,facts,forward phrasal associate,[CLS] every week the two women [MASK] coffee and talk about the latest music . [SEP]
have,retain,newspaper,synonym,[CLS] every week the two women [MASK] coffee and talk about the latest music . [SEP]
have,must,facts,forward phrasal associate,[CLS] one day some kids at school decided to [MASK] a rap battle . [SEP]
have,retain,newspaper,synonym,[CLS] one day some kids at school decided to [MASK] a rap battle . [SEP]
have,must,facts,forward phrasal associate,[CLS] i [MASK] all the apples i need . [SEP]
have,retain,newspaper,synonym,[CLS] i [MASK] all the apples i need . [SEP]
have,must,facts,forward phrasal associate,[CLS] her birth mom had given her up to [MASK] a good life - and she had ! [SEP]
have,retain,newspaper,synonym,[CLS] her birth mom had given her up to [MASK] a good life - and she had ! [SEP]
have,must,facts,forward phrasal associate,[CLS] sarah 's mother told her that a clown would be nice to [MASK] . [SEP]
have,retain,newspaper,synonym,[CLS] sarah 's mother told her that a clown would be nice to [MASK] . [SEP]
have,must,facts,forward phrasal associate,[CLS] tim was glad to [MASK] somewhere to stay . [SEP]
have,retain,newspaper,synonym,[CLS] tim was glad to [MASK] somewhere to stay . [SEP]
head,hat,quilt,instrument,[CLS] one day he got it in is [MASK] that he wanted to play steel drums . [SEP]
head,department,trombone,forward phrasal associate,[CLS] one day he got it in is [MASK] that he wanted to play steel drums . [SEP]
head,hat,quilt,instrument,[CLS] my boxer dog had bitten charlie brown 's [MASK] to pieces . [SEP]
head,department,trombone,forward phrasal associate,[CLS] my boxer dog had bitten charlie brown 's [MASK] to pieces . [SEP]
head,hat,quilt,instrument,[CLS] my [MASK] ended up bleeding . [SEP]
head,department,trombone,forward phrasal associate,[CLS] my [MASK] ended up bleeding . [SEP]
head,hat,quilt,instrument,[CLS] he had mange all over his [MASK] and nose . [SEP]
head,department,trombone,forward phrasal associate,[CLS] he had mange all over his [MASK] and nose . [SEP]
head,hat,quilt,instrument,[CLS] andy was the [MASK] of the school board . [SEP]
head,department,trombone,forward phrasal associate,[CLS] andy was the [MASK] of the school board . [SEP]
head,hat,quilt,instrument,[CLS] now a different song is stuck in gertrude 's [MASK] . [SEP]
head,department,trombone,forward phrasal associate,[CLS] now a different song is stuck in gertrude 's [MASK] . [SEP]
head,hat,quilt,instrument,[CLS] she could not get the vision of wrecking the car out of her [MASK] . [SEP]
head,department,trombone,forward phrasal associate,[CLS] she could not get the vision of wrecking the car out of her [MASK] . [SEP]
head,hat,quilt,instrument,"[CLS] slowly , she lowered her [MASK] , gripping the microphone tightly . [SEP]"
head,department,trombone,forward phrasal associate,"[CLS] slowly , she lowered her [MASK] , gripping the microphone tightly . [SEP]"
head,hat,quilt,instrument,[CLS] tim eventually shaved his [MASK] and dealt with it . [SEP]
head,department,trombone,forward phrasal associate,[CLS] tim eventually shaved his [MASK] and dealt with it . [SEP]
head,hat,quilt,instrument,[CLS] she opened the patio door and stuck her [MASK] out . [SEP]
head,department,trombone,forward phrasal associate,[CLS] she opened the patio door and stuck her [MASK] out . [SEP]
headache,aspirin,ounce,instrument,"[CLS] thus , my [MASK] went away . [SEP]"
headache,pain,important,perceptual property,"[CLS] thus , my [MASK] went away . [SEP]"
headache,aspirin,ounce,instrument,[CLS] the [MASK] went away but she failed the test anyway . [SEP]
headache,pain,important,perceptual property,[CLS] the [MASK] went away but she failed the test anyway . [SEP]
headache,aspirin,ounce,instrument,[CLS] amy had a terrible [MASK] . [SEP]
headache,pain,important,perceptual property,[CLS] amy had a terrible [MASK] . [SEP]
headache,aspirin,ounce,instrument,[CLS] janet felt so uncomfortable she faked a [MASK] and went home . [SEP]
headache,pain,important,perceptual property,[CLS] janet felt so uncomfortable she faked a [MASK] and went home . [SEP]
headache,aspirin,ounce,instrument,[CLS] john had a [MASK] . [SEP]
headache,pain,important,perceptual property,[CLS] john had a [MASK] . [SEP]
headache,aspirin,ounce,instrument,[CLS] he took some aspirin and his [MASK] went away . [SEP]
headache,pain,important,perceptual property,[CLS] he took some aspirin and his [MASK] went away . [SEP]
headache,aspirin,ounce,instrument,[CLS] i woke up with a huge [MASK] . [SEP]
headache,pain,important,perceptual property,[CLS] i woke up with a huge [MASK] . [SEP]
headache,aspirin,ounce,instrument,"[CLS] it gave me a major [MASK] , but a great idea . [SEP]"
headache,pain,important,perceptual property,"[CLS] it gave me a major [MASK] , but a great idea . [SEP]"
headache,aspirin,ounce,instrument,"[CLS] as a result , i woke up next morning with a [MASK] . [SEP]"
headache,pain,important,perceptual property,"[CLS] as a result , i woke up next morning with a [MASK] . [SEP]"
headache,aspirin,ounce,instrument,"[CLS] the next morning , she had a pounding [MASK] . [SEP]"
headache,pain,important,perceptual property,"[CLS] the next morning , she had a pounding [MASK] . [SEP]"
health,mental,street,forward phrasal associate,"[CLS] as he got older and older , his [MASK] failed . [SEP]"
health,condition,tape,backward phrasal associate,"[CLS] as he got older and older , his [MASK] failed . [SEP]"
health,mental,street,forward phrasal associate,[CLS] she always forgot and knew it was bad for her [MASK] . [SEP]
health,condition,tape,backward phrasal associate,[CLS] she always forgot and knew it was bad for her [MASK] . [SEP]
health,mental,street,forward phrasal associate,[CLS] he began consuming it and felt his [MASK] improve . [SEP]
health,condition,tape,backward phrasal associate,[CLS] he began consuming it and felt his [MASK] improve . [SEP]
health,mental,street,forward phrasal associate,[CLS] the [MASK] inspector found two violations but the deli remained open . [SEP]
health,condition,tape,backward phrasal associate,[CLS] the [MASK] inspector found two violations but the deli remained open . [SEP]
health,mental,street,forward phrasal associate,[CLS] robbie 's wife was concerned about his [MASK] . [SEP]
health,condition,tape,backward phrasal associate,[CLS] robbie 's wife was concerned about his [MASK] . [SEP]
health,mental,street,forward phrasal associate,[CLS] the italian place closed down due to [MASK] concerns . [SEP]
health,condition,tape,backward phrasal associate,[CLS] the italian place closed down due to [MASK] concerns . [SEP]
health,mental,street,forward phrasal associate,[CLS] everyone was worried for his [MASK] . [SEP]
health,condition,tape,backward phrasal associate,[CLS] everyone was worried for his [MASK] . [SEP]
health,mental,street,forward phrasal associate,[CLS] laura nursed the kitten to good [MASK] . [SEP]
health,condition,tape,backward phrasal associate,[CLS] laura nursed the kitten to good [MASK] . [SEP]
health,mental,street,forward phrasal associate,[CLS] jamie is a nurse at [MASK] center . [SEP]
health,condition,tape,backward phrasal associate,[CLS] jamie is a nurse at [MASK] center . [SEP]
health,mental,street,forward phrasal associate,[CLS] i nursed him back to [MASK] and raised him to be a big strong cat . [SEP]
health,condition,tape,backward phrasal associate,[CLS] i nursed him back to [MASK] and raised him to be a big strong cat . [SEP]
healthy,fitness,roam,unclassified,[CLS] she soon would only buy [MASK] foods . [SEP]
healthy,ill,rocket,antonym,[CLS] she soon would only buy [MASK] foods . [SEP]
healthy,fitness,roam,unclassified,[CLS] the next year his garden was beautiful and [MASK] . [SEP]
healthy,ill,rocket,antonym,[CLS] the next year his garden was beautiful and [MASK] . [SEP]
healthy,fitness,roam,unclassified,[CLS] my mix of working hard and eating [MASK] helped me reach my goal . [SEP]
healthy,ill,rocket,antonym,[CLS] my mix of working hard and eating [MASK] helped me reach my goal . [SEP]
healthy,fitness,roam,unclassified,[CLS] this time the baby made it full term and was very [MASK] . [SEP]
healthy,ill,rocket,antonym,[CLS] this time the baby made it full term and was very [MASK] . [SEP]
healthy,fitness,roam,unclassified,"[CLS] so when it was david 's birthday , eric only allowed [MASK] food . [SEP]"
healthy,ill,rocket,antonym,"[CLS] so when it was david 's birthday , eric only allowed [MASK] food . [SEP]"
healthy,fitness,roam,unclassified,[CLS] she did n't have a [MASK] way dealing with problems so she did drugs . [SEP]
healthy,ill,rocket,antonym,[CLS] she did n't have a [MASK] way dealing with problems so she did drugs . [SEP]
healthy,fitness,roam,unclassified,"[CLS] paige was happy to deliver her [MASK] baby , even by c - section ! [SEP]"
healthy,ill,rocket,antonym,"[CLS] paige was happy to deliver her [MASK] baby , even by c - section ! [SEP]"
healthy,fitness,roam,unclassified,[CLS] but she got used to [MASK] eating soon . [SEP]
healthy,ill,rocket,antonym,[CLS] but she got used to [MASK] eating soon . [SEP]
healthy,fitness,roam,unclassified,[CLS] i bought some veggies so that i could eat [MASK] . [SEP]
healthy,ill,rocket,antonym,[CLS] i bought some veggies so that i could eat [MASK] . [SEP]
healthy,fitness,roam,unclassified,[CLS] brandy returned home with her new [MASK] friend she named hopscotch . [SEP]
healthy,ill,rocket,antonym,[CLS] brandy returned home with her new [MASK] friend she named hopscotch . [SEP]
hear,listen,squeak,unclassified,[CLS] now it was time to [MASK] the rankings . [SEP]
hear,see,walkway,category,[CLS] now it was time to [MASK] the rankings . [SEP]
hear,listen,squeak,unclassified,"[CLS] but i was in such a deep sleep , i did n't [MASK] it . [SEP]"
hear,see,walkway,category,"[CLS] but i was in such a deep sleep , i did n't [MASK] it . [SEP]"
hear,listen,squeak,unclassified,[CLS] if she wanted to [MASK] a song again she had to rewind the tape . [SEP]
hear,see,walkway,category,[CLS] if she wanted to [MASK] a song again she had to rewind the tape . [SEP]
hear,listen,squeak,unclassified,[CLS] barry was elated to [MASK] that he got the part of hamlet in the play . [SEP]
hear,see,walkway,category,[CLS] barry was elated to [MASK] that he got the part of hamlet in the play . [SEP]
hear,listen,squeak,unclassified,[CLS] they can [MASK] it in the walls . [SEP]
hear,see,walkway,category,[CLS] they can [MASK] it in the walls . [SEP]
hear,listen,squeak,unclassified,[CLS] john came into work one morning to [MASK] people were getting laid off . [SEP]
hear,see,walkway,category,[CLS] john came into work one morning to [MASK] people were getting laid off . [SEP]
hear,listen,squeak,unclassified,[CLS] he started to [MASK] a ticking noise in the engine . [SEP]
hear,see,walkway,category,[CLS] he started to [MASK] a ticking noise in the engine . [SEP]
hear,listen,squeak,unclassified,[CLS] stephanie pretended not to [MASK] . [SEP]
hear,see,walkway,category,[CLS] stephanie pretended not to [MASK] . [SEP]
hear,listen,squeak,unclassified,[CLS] she could hardly [MASK] her voice over the excited crowd . [SEP]
hear,see,walkway,category,[CLS] she could hardly [MASK] her voice over the excited crowd . [SEP]
hear,listen,squeak,unclassified,"[CLS] but gina whispered loudly , hoping he would [MASK] her . [SEP]"
hear,see,walkway,category,"[CLS] but gina whispered loudly , hoping he would [MASK] her . [SEP]"
heart,transplant,hull,backward phrasal associate,[CLS] i found one in the shape of a [MASK] . [SEP]
heart,attack,hostage,backward phrasal associate,[CLS] i found one in the shape of a [MASK] . [SEP]
heart,transplant,hull,backward phrasal associate,[CLS] my coworker 's boyfriend had [MASK] trouble . [SEP]
heart,attack,hostage,backward phrasal associate,[CLS] my coworker 's boyfriend had [MASK] trouble . [SEP]
heart,transplant,hull,backward phrasal associate,[CLS] lina was so [MASK] broken . [SEP]
heart,attack,hostage,backward phrasal associate,[CLS] lina was so [MASK] broken . [SEP]
heart,transplant,hull,backward phrasal associate,[CLS] lacy went out on stage and performed her [MASK] out . [SEP]
heart,attack,hostage,backward phrasal associate,[CLS] lacy went out on stage and performed her [MASK] out . [SEP]
heart,transplant,hull,backward phrasal associate,"[CLS] he put all of his [MASK] , soul and time into the shop . [SEP]"
heart,attack,hostage,backward phrasal associate,"[CLS] he put all of his [MASK] , soul and time into the shop . [SEP]"
heart,transplant,hull,backward phrasal associate,[CLS] the man died of [MASK] disease . [SEP]
heart,attack,hostage,backward phrasal associate,[CLS] the man died of [MASK] disease . [SEP]
heart,transplant,hull,backward phrasal associate,[CLS] luckily he knew his mom 's famous recipe by [MASK] ! [SEP]
heart,attack,hostage,backward phrasal associate,[CLS] luckily he knew his mom 's famous recipe by [MASK] ! [SEP]
heart,transplant,hull,backward phrasal associate,[CLS] she knew in her [MASK] he was becoming jaundiced . [SEP]
heart,attack,hostage,backward phrasal associate,[CLS] she knew in her [MASK] he was becoming jaundiced . [SEP]
heart,transplant,hull,backward phrasal associate,"[CLS] but , in her [MASK] , she always had love for chris . [SEP]"
heart,attack,hostage,backward phrasal associate,"[CLS] but , in her [MASK] , she always had love for chris . [SEP]"
heart,transplant,hull,backward phrasal associate,[CLS] gene suddenly died of a [MASK] attack in front of the podium . [SEP]
heart,attack,hostage,backward phrasal associate,[CLS] gene suddenly died of a [MASK] attack in front of the podium . [SEP]
heat,warmth,boulevard,synonym,[CLS] they had so much fun that they forgot about the [MASK] . [SEP]
heat,oven,florida,perceptual property,[CLS] they had so much fun that they forgot about the [MASK] . [SEP]
heat,warmth,boulevard,synonym,[CLS] they could definitely feel the [MASK] . [SEP]
heat,oven,florida,perceptual property,[CLS] they could definitely feel the [MASK] . [SEP]
heat,warmth,boulevard,synonym,[CLS] she grilled them over high [MASK] . [SEP]
heat,oven,florida,perceptual property,[CLS] she grilled them over high [MASK] . [SEP]
heat,warmth,boulevard,synonym,[CLS] boston had a [MASK] wave recently . [SEP]
heat,oven,florida,perceptual property,[CLS] boston had a [MASK] wave recently . [SEP]
heat,warmth,boulevard,synonym,[CLS] he decided to [MASK] of up his jacuzzi and warm up . [SEP]
heat,oven,florida,perceptual property,[CLS] he decided to [MASK] of up his jacuzzi and warm up . [SEP]
heat,warmth,boulevard,synonym,[CLS] bill put a pot of oil on the range to [MASK] up . [SEP]
heat,oven,florida,perceptual property,[CLS] bill put a pot of oil on the range to [MASK] up . [SEP]
heat,warmth,boulevard,synonym,[CLS] that summer the city had a massive [MASK] spell . [SEP]
heat,oven,florida,perceptual property,[CLS] that summer the city had a massive [MASK] spell . [SEP]
heat,warmth,boulevard,synonym,[CLS] along the way the bus broke down and the [MASK] became unbearable . [SEP]
heat,oven,florida,perceptual property,[CLS] along the way the bus broke down and the [MASK] became unbearable . [SEP]
heat,warmth,boulevard,synonym,[CLS] ian decided to [MASK] some of his food in the microwave . [SEP]
heat,oven,florida,perceptual property,[CLS] ian decided to [MASK] some of his food in the microwave . [SEP]
heat,warmth,boulevard,synonym,[CLS] sarah 's apartment did n't have central [MASK] and air . [SEP]
heat,oven,florida,perceptual property,[CLS] sarah 's apartment did n't have central [MASK] and air . [SEP]
heavy,load,shame,backward phrasal associate,[CLS] i told him about how i had lifted a [MASK] box 2 months ago . [SEP]
heavy,lift,tarnish,unclassified,[CLS] i told him about how i had lifted a [MASK] box 2 months ago . [SEP]
heavy,load,shame,backward phrasal associate,"[CLS] when he cooked , the [MASK] smoke would set off the alarms . [SEP]"
heavy,lift,tarnish,unclassified,"[CLS] when he cooked , the [MASK] smoke would set off the alarms . [SEP]"
heavy,load,shame,backward phrasal associate,"[CLS] she was too [MASK] , and they fell over . [SEP]"
heavy,lift,tarnish,unclassified,"[CLS] she was too [MASK] , and they fell over . [SEP]"
heavy,load,shame,backward phrasal associate,[CLS] i did every machine as [MASK] as i could every day for a week . [SEP]
heavy,lift,tarnish,unclassified,[CLS] i did every machine as [MASK] as i could every day for a week . [SEP]
heavy,load,shame,backward phrasal associate,[CLS] her eyes would get [MASK] and watery when she studied at night . [SEP]
heavy,lift,tarnish,unclassified,[CLS] her eyes would get [MASK] and watery when she studied at night . [SEP]
heavy,load,shame,backward phrasal associate,[CLS] will began to do a bench press with [MASK] barbell . [SEP]
heavy,lift,tarnish,unclassified,[CLS] will began to do a bench press with [MASK] barbell . [SEP]
heavy,load,shame,backward phrasal associate,[CLS] it was a loud [MASK] metal concert . [SEP]
heavy,lift,tarnish,unclassified,[CLS] it was a loud [MASK] metal concert . [SEP]
heavy,load,shame,backward phrasal associate,[CLS] the traffic was extremely [MASK] on the evacuation route . [SEP]
heavy,lift,tarnish,unclassified,[CLS] the traffic was extremely [MASK] on the evacuation route . [SEP]
heavy,load,shame,backward phrasal associate,[CLS] she was covered head - to - toe in [MASK] wet sand ! [SEP]
heavy,lift,tarnish,unclassified,[CLS] she was covered head - to - toe in [MASK] wet sand ! [SEP]
heavy,load,shame,backward phrasal associate,[CLS] tom had a [MASK] duty backpack . [SEP]
heavy,lift,tarnish,unclassified,[CLS] tom had a [MASK] duty backpack . [SEP]
help,benefit,contractor,unclassified,[CLS] she lives with two other girls and none of them [MASK] . [SEP]
help,cure,lounge,unclassified,[CLS] she lives with two other girls and none of them [MASK] . [SEP]
help,benefit,contractor,unclassified,[CLS] he worked at a smelly place so he could n't [MASK] it . [SEP]
help,cure,lounge,unclassified,[CLS] he worked at a smelly place so he could n't [MASK] it . [SEP]
help,benefit,contractor,unclassified,[CLS] hannah telephoned her auto service for [MASK] . [SEP]
help,cure,lounge,unclassified,[CLS] hannah telephoned her auto service for [MASK] . [SEP]
help,benefit,contractor,unclassified,[CLS] molly called 911 and had someone come [MASK] . [SEP]
help,cure,lounge,unclassified,[CLS] molly called 911 and had someone come [MASK] . [SEP]
help,benefit,contractor,unclassified,[CLS] i needed some caffeine to [MASK] stay awake . [SEP]
help,cure,lounge,unclassified,[CLS] i needed some caffeine to [MASK] stay awake . [SEP]
help,benefit,contractor,unclassified,[CLS] amy called her internet provider for [MASK] . [SEP]
help,cure,lounge,unclassified,[CLS] amy called her internet provider for [MASK] . [SEP]
help,benefit,contractor,unclassified,[CLS] tom had to get medical [MASK] shortly after . [SEP]
help,cure,lounge,unclassified,[CLS] tom had to get medical [MASK] shortly after . [SEP]
help,benefit,contractor,unclassified,[CLS] cornelia looks back at her oboe and ca n't [MASK] but laugh . [SEP]
help,cure,lounge,unclassified,[CLS] cornelia looks back at her oboe and ca n't [MASK] but laugh . [SEP]
help,benefit,contractor,unclassified,[CLS] i was pleased to [MASK] them . [SEP]
help,cure,lounge,unclassified,[CLS] i was pleased to [MASK] them . [SEP]
help,benefit,contractor,unclassified,[CLS] i could n't [MASK] but laugh when i heard him giggle . [SEP]
help,cure,lounge,unclassified,[CLS] i could n't [MASK] but laugh when i heard him giggle . [SEP]
her,him,handle,antonym,[CLS] abby then became friends with [MASK] . [SEP]
her,she,spill,synonym,[CLS] abby then became friends with [MASK] . [SEP]
her,him,handle,antonym,[CLS] the principal called [MASK] to his office to discuss the tape . [SEP]
her,she,spill,synonym,[CLS] the principal called [MASK] to his office to discuss the tape . [SEP]
her,him,handle,antonym,[CLS] they were at just the right speed for [MASK] . [SEP]
her,she,spill,synonym,[CLS] they were at just the right speed for [MASK] . [SEP]
her,him,handle,antonym,[CLS] [MASK] new table mate judy knew erin and sara from elementary . [SEP]
her,she,spill,synonym,[CLS] [MASK] new table mate judy knew erin and sara from elementary . [SEP]
her,him,handle,antonym,[CLS] [MASK] father had retired at forty five . [SEP]
her,she,spill,synonym,[CLS] [MASK] father had retired at forty five . [SEP]
her,him,handle,antonym,[CLS] patricia wanted everything to be perfect for [MASK] guests ' visit . [SEP]
her,she,spill,synonym,[CLS] patricia wanted everything to be perfect for [MASK] guests ' visit . [SEP]
her,him,handle,antonym,[CLS] denise thought [MASK] children would be okay without an easter egg hunt . [SEP]
her,she,spill,synonym,[CLS] denise thought [MASK] children would be okay without an easter egg hunt . [SEP]
her,him,handle,antonym,[CLS] marie was sleeping in [MASK] big comfy bed . [SEP]
her,she,spill,synonym,[CLS] marie was sleeping in [MASK] big comfy bed . [SEP]
