target,prime,unrelated,association,context_word,delta_nt_200ms,delta_nt_1200ms,relation,delta_ldt_200ms,delta_ldt_1200ms
away,put,overview,other,related,-28.7441176470588,-36.7015086206897,fpa,18.258064516129,17.9375
away,put,overview,other,similar,-28.7441176470588,-36.7015086206897,fpa,18.258064516129,17.9375
away,put,overview,other,associated,-28.7441176470588,-36.7015086206897,fpa,18.258064516129,17.9375
ax,chop,often,other,related,41.8533834586466,-87.5714285714286,functional property,-82.8276515151515,34.8114919354839
ax,chop,often,other,similar,41.8533834586466,-87.5714285714286,functional property,-82.8276515151515,34.8114919354839
ax,chop,often,other,associated,41.8533834586466,-87.5714285714286,functional property,-82.8276515151515,34.8114919354839
baby,kidnap,inside,other,related,33.1144781144781,3.5650623885918,unclassified,-6.27272727272725,-3.47278225806451
baby,kidnap,inside,other,similar,33.1144781144781,3.5650623885918,unclassified,-6.27272727272725,-3.47278225806451
baby,kidnap,inside,other,associated,33.1144781144781,3.5650623885918,unclassified,-6.27272727272725,-3.47278225806451
back,strain,teenager,other,related,-25.5518292682927,51.6494505494506,unclassified,-108,-52.7755681818181
back,strain,teenager,other,similar,-25.5518292682927,51.6494505494506,unclassified,-108,-52.7755681818181
back,strain,teenager,other,associated,-25.5518292682927,51.6494505494506,unclassified,-108,-52.7755681818181
backpack,handbag,means,other,related,-3.09359605911322,9.70175438596488,category,28.3629032258065,2.11592741935488
backpack,handbag,means,other,similar,-3.09359605911322,9.70175438596488,category,28.3629032258065,2.11592741935488
backpack,handbag,means,other,associated,-3.09359605911322,9.70175438596488,category,28.3629032258065,2.11592741935488
backward,bend,object,other,related,-53.0842592592593,-33.0952380952382,fpa,-23.435606060606,-55.84375
backward,bend,object,other,similar,-53.0842592592593,-33.0952380952382,fpa,-23.435606060606,-55.84375
backward,bend,object,other,associated,-53.0842592592593,-33.0952380952382,fpa,-23.435606060606,-55.84375
bacon,pork,meteorite,other,related,-82.3172268907563,-96.18,supraordinate,22.0801564027371,-2.6392045454545
bacon,pork,meteorite,other,similar,-82.3172268907563,-96.18,supraordinate,22.0801564027371,-2.6392045454545
bacon,pork,meteorite,other,associated,-82.3172268907563,-96.18,supraordinate,22.0801564027371,-2.6392045454545
bad,guilt,clockwise,other,related,6.3095238095238,-8.35327635327633,unclassified,-145.75,61.8712121212121
bad,guilt,clockwise,other,similar,6.3095238095238,-8.35327635327633,unclassified,-145.75,61.8712121212121
bad,guilt,clockwise,other,associated,6.3095238095238,-8.35327635327633,unclassified,-145.75,61.8712121212121
bag,grab,account,other,related,70.6071428571428,-68.0198412698412,fpa,-0.628024193548413,19.03125
bag,grab,account,other,similar,70.6071428571428,-68.0198412698412,fpa,-0.628024193548413,19.03125
bag,grab,account,other,associated,70.6071428571428,-68.0198412698412,fpa,-0.628024193548413,19.03125
bake,cake,south,other,related,3.64835164835165,43.3589743589744,unclassified,10.4573863636364,-52.313446969697
bake,cake,south,other,similar,3.64835164835165,43.3589743589744,unclassified,10.4573863636364,-52.313446969697
bake,cake,south,other,associated,3.64835164835165,43.3589743589744,unclassified,10.4573863636364,-52.313446969697
ball,catch,crunch,other,related,-11.4904306220096,-20.75,unclassified,28.21875,80.7791666666667
ball,catch,crunch,other,similar,-11.4904306220096,-20.75,unclassified,28.21875,80.7791666666667
ball,catch,crunch,other,associated,-11.4904306220096,-20.75,unclassified,28.21875,80.7791666666667
ballet,jazz,officer,other,related,-52.375,30.0042735042736,category,-145.711693548387,138.181818181818
ballet,jazz,officer,other,similar,-52.375,30.0042735042736,category,-145.711693548387,138.181818181818
ballet,jazz,officer,other,associated,-52.375,30.0042735042736,category,-145.711693548387,138.181818181818
balloon,inflation,history,other,related,156.376344086022,-32.8203463203463,unclassified,16.0700757575758,-186.548387096774
balloon,inflation,history,other,similar,156.376344086022,-32.8203463203463,unclassified,16.0700757575758,-186.548387096774
balloon,inflation,history,other,associated,156.376344086022,-32.8203463203463,unclassified,16.0700757575758,-186.548387096774
band,trombone,snake,other,related,34.9494949494949,-42.1098901098901,script,-100.84375,-44.78125
band,trombone,snake,other,similar,34.9494949494949,-42.1098901098901,script,-100.84375,-44.78125
band,trombone,snake,other,associated,34.9494949494949,-42.1098901098901,script,-100.84375,-44.78125
bank,banker,adjective,other,related,23.6215538847117,69.2832512315271,script,-17.8787878787879,-137.625
bank,banker,adjective,other,similar,23.6215538847117,69.2832512315271,script,-17.8787878787879,-137.625
bank,banker,adjective,other,associated,23.6215538847117,69.2832512315271,script,-17.8787878787879,-137.625
bar,restaurant,swift,other,related,-99.5117647058823,13.6210131332082,unclassified,34.96875,16.4176136363636
bar,restaurant,swift,other,similar,-99.5117647058823,13.6210131332082,unclassified,34.96875,16.4176136363636
bar,restaurant,swift,other,associated,-99.5117647058823,13.6210131332082,unclassified,34.96875,16.4176136363636
bargain,value,fray,other,related,7.19814814814811,-115.29304029304,unclassified,28.2752016129032,72.15625
bargain,value,fray,other,similar,7.19814814814811,-115.29304029304,unclassified,28.2752016129032,72.15625
bargain,value,fray,other,associated,7.19814814814811,-115.29304029304,unclassified,28.2752016129032,72.15625
base,data,scream,other,related,17.4387351778656,-12.1142857142858,fpa,-15.7017045454545,-3.47278225806451
base,data,scream,other,similar,17.4387351778656,-12.1142857142858,fpa,-15.7017045454545,-3.47278225806451
base,data,scream,other,associated,17.4387351778656,-12.1142857142858,fpa,-15.7017045454545,-3.47278225806451
baseball,team,odd,other,related,-27.7173913043479,-57.9102564102565,bpa,-18.5200391006844,-2.01270772238513
baseball,team,odd,other,similar,-27.7173913043479,-57.9102564102565,bpa,-18.5200391006844,-2.01270772238513
baseball,team,odd,other,associated,-27.7173913043479,-57.9102564102565,bpa,-18.5200391006844,-2.01270772238513
basic,extinct,discreet,other,related,-6.61813186813185,97.375939849624,unclassifed,23.4005681818181,-37.46875
basic,extinct,discreet,other,similar,-6.61813186813185,97.375939849624,unclassifed,23.4005681818181,-37.46875
basic,extinct,discreet,other,associated,-6.61813186813185,97.375939849624,unclassifed,23.4005681818181,-37.46875
basket,waste,forget,other,related,39.0050505050505,30.5476190476191,fpa,-8.73084677419354,40.8967803030303
basket,waste,forget,other,similar,39.0050505050505,30.5476190476191,fpa,-8.73084677419354,40.8967803030303
basket,waste,forget,other,associated,39.0050505050505,30.5476190476191,fpa,-8.73084677419354,40.8967803030303
basketball,baseball,oval,other,related,-11.0533333333333,91.9358178053831,category,163.159274193548,-178.627016129032
basketball,baseball,oval,other,similar,-11.0533333333333,91.9358178053831,category,163.159274193548,-178.627016129032
basketball,baseball,oval,other,associated,-11.0533333333333,91.9358178053831,category,163.159274193548,-178.627016129032
bass,cello,meticulous,other,related,92.329192546584,12.6254826254826,category,-58.125,-47.09375
bass,cello,meticulous,other,similar,92.329192546584,12.6254826254826,category,-58.125,-47.09375
bass,cello,meticulous,other,associated,92.329192546584,12.6254826254826,category,-58.125,-47.09375
bat,swatter,freezer,other,related,-7.29444444444448,155.642857142857,unclassified,161.4375,27.7159090909091
bat,swatter,freezer,other,similar,-7.29444444444448,155.642857142857,unclassified,161.4375,27.7159090909091
bat,swatter,freezer,other,associated,-7.29444444444448,155.642857142857,unclassified,161.4375,27.7159090909091
bath,suds,referee,other,related,-38.2331932773109,40.455334987593,script,-124.875,127.888172043011
bath,suds,referee,other,similar,-38.2331932773109,40.455334987593,script,-124.875,127.888172043011
bath,suds,referee,other,associated,-38.2331932773109,40.455334987593,script,-124.875,127.888172043011
bathroom,bedroom,sword,other,related,60.0603948896632,15.636524822695,category,42.5604838709677,23.96875
bathroom,bedroom,sword,other,similar,60.0603948896632,15.636524822695,category,42.5604838709677,23.96875
bathroom,bedroom,sword,other,associated,60.0603948896632,15.636524822695,category,42.5604838709677,23.96875
beach,secluded,tiger,other,related,-42.7333333333333,8.67792792792795,fpa,-11.6875,43.9875
beach,secluded,tiger,other,similar,-42.7333333333333,8.67792792792795,fpa,-11.6875,43.9875
beach,secluded,tiger,other,associated,-42.7333333333333,8.67792792792795,fpa,-11.6875,43.9875
beam,support,poetry,other,related,18.4271255060728,44.1871794871795,unclassified,-35.2026515151515,15.6534090909091
beam,support,poetry,other,similar,18.4271255060728,44.1871794871795,unclassified,-35.2026515151515,15.6534090909091
beam,support,poetry,other,associated,18.4271255060728,44.1871794871795,unclassified,-35.2026515151515,15.6534090909091
bean,stalk,drawing,other,related,-137.055299539171,-109.913043478261,bpa,-158.96875,-68.5635673624288
bean,stalk,drawing,other,similar,-137.055299539171,-109.913043478261,bpa,-158.96875,-68.5635673624288
bean,stalk,drawing,other,associated,-137.055299539171,-109.913043478261,bpa,-158.96875,-68.5635673624288
bear,animal,nerve,other,related,-112.74358974359,-50.8000000000001,supraordinate,133.875,-151
bear,animal,nerve,other,similar,-112.74358974359,-50.8000000000001,supraordinate,133.875,-151
bear,animal,nerve,other,associated,-112.74358974359,-50.8000000000001,supraordinate,133.875,-151
beard,shave,weights,other,related,-59.77,41.7333333333333,unclassified,-64.1875,-36.6754032258065
beard,shave,weights,other,similar,-59.77,41.7333333333333,unclassified,-64.1875,-36.6754032258065
beard,shave,weights,other,associated,-59.77,41.7333333333333,unclassified,-64.1875,-36.6754032258065
beast,antelope,put,other,related,25.9316666666666,-116.285714285714,unclassified,-98.3125,-14.28125
beast,antelope,put,other,similar,25.9316666666666,-116.285714285714,unclassified,-98.3125,-14.28125
beast,antelope,put,other,associated,25.9316666666666,-116.285714285714,unclassified,-98.3125,-14.28125
beat,overpower,interview,other,related,45.125,24.2190476190476,synonym,-186.09375,-15.7832661290323
beat,overpower,interview,other,similar,45.125,24.2190476190476,synonym,-186.09375,-15.7832661290323
beat,overpower,interview,other,associated,45.125,24.2190476190476,synonym,-186.09375,-15.7832661290323
beautiful,waterfall,division,other,related,-13.6553911205075,-143.43989769821,perceptual property,40.84375,-78.4243951612904
beautiful,waterfall,division,other,similar,-13.6553911205075,-143.43989769821,perceptual property,40.84375,-78.4243951612904
beautiful,waterfall,division,other,associated,-13.6553911205075,-143.43989769821,perceptual property,40.84375,-78.4243951612904
bed,sofa,clench,other,related,7.25925925925924,-31.1172932330827,category,45.4556451612904,-191.53125
bed,sofa,clench,other,similar,7.25925925925924,-31.1172932330827,category,45.4556451612904,-191.53125
bed,sofa,clench,other,associated,7.25925925925924,-31.1172932330827,category,45.4556451612904,-191.53125
bedroom,bathroom,fling,other,related,-57.5182978723404,14.320707070707,category,-89.875,-7.91727941176475
bedroom,bathroom,fling,other,similar,-57.5182978723404,14.320707070707,category,-89.875,-7.91727941176475
bedroom,bathroom,fling,other,associated,-57.5182978723404,14.320707070707,category,-89.875,-7.91727941176475
bee,wasp,directions,other,related,2.69800569800566,37.9875968992247,category,-96.40625,-28.1784274193549
bee,wasp,directions,other,similar,2.69800569800566,37.9875968992247,category,-96.40625,-28.1784274193549
bee,wasp,directions,other,associated,2.69800569800566,37.9875968992247,category,-96.40625,-28.1784274193549
beef,cornbeef,wisdom,other,related,28.4019607843137,96.8628389154704,supraordinate,-0.73588709677415,-70.3939393939394
beef,cornbeef,wisdom,other,similar,28.4019607843137,96.8628389154704,supraordinate,-0.73588709677415,-70.3939393939394
beef,cornbeef,wisdom,other,associated,28.4019607843137,96.8628389154704,supraordinate,-0.73588709677415,-70.3939393939394
beer,champagne,amuse,other,related,6.83529411764709,-60.5238095238095,category,102.71875,20.34375
beer,champagne,amuse,other,similar,6.83529411764709,-60.5238095238095,category,102.71875,20.34375
beer,champagne,amuse,other,associated,6.83529411764709,-60.5238095238095,category,102.71875,20.34375
before,foresight,dusk,other,related,33.8092209856916,-127.85,unclassified,-107.6875,-57.96875
before,foresight,dusk,other,similar,33.8092209856916,-127.85,unclassified,-107.6875,-57.96875
before,foresight,dusk,other,associated,33.8092209856916,-127.85,unclassified,-107.6875,-57.96875
beg,steal,process,other,related,-38.3,-44.55625,unclassified,12.1657196969697,153.117943548387
beg,steal,process,other,similar,-38.3,-44.55625,unclassified,12.1657196969697,153.117943548387
beg,steal,process,other,associated,-38.3,-44.55625,unclassified,12.1657196969697,153.117943548387
begin,start,professional,other,related,72.7190476190476,9.46470588235297,synonym,117.85826001955,-69.5625
begin,start,professional,other,similar,72.7190476190476,9.46470588235297,synonym,117.85826001955,-69.5625
begin,start,professional,other,associated,72.7190476190476,9.46470588235297,synonym,117.85826001955,-69.5625
beginner,amateur,crust,other,related,35.9216027874564,0.923611111111086,synonym,-18.25,-12.4279569892473
beginner,amateur,crust,other,similar,35.9216027874564,0.923611111111086,synonym,-18.25,-12.4279569892473
beginner,amateur,crust,other,associated,35.9216027874564,0.923611111111086,synonym,-18.25,-12.4279569892473
beginning,birth,impediment,other,related,-69.2525252525252,-31.1912878787879,unclassified,42.060606060606,81.46875
beginning,birth,impediment,other,similar,-69.2525252525252,-31.1912878787879,unclassified,42.060606060606,81.46875
beginning,birth,impediment,other,associated,-69.2525252525252,-31.1912878787879,unclassified,42.060606060606,81.46875
behind,back,unsolved,other,related,33.7716666666666,-26.5,synonym,-123.25,-63.554435483871
behind,back,unsolved,other,similar,33.7716666666666,-26.5,synonym,-123.25,-63.554435483871
behind,back,unsolved,other,associated,33.7716666666666,-26.5,synonym,-123.25,-63.554435483871
being,existence,geometry,other,related,-110.620857699805,-10.553113553113601,synonym,-45.7983870967742,63.2903225806452
being,existence,geometry,other,similar,-110.620857699805,-10.553113553113601,synonym,-45.7983870967742,63.2903225806452
being,existence,geometry,other,associated,-110.620857699805,-10.553113553113601,synonym,-45.7983870967742,63.2903225806452
belief,concept,pork,other,related,43.9015037593985,-54.1774891774892,unclassified,-21.1048387096774,-42.782991202346
belief,concept,pork,other,similar,43.9015037593985,-54.1774891774892,unclassified,-21.1048387096774,-42.782991202346
belief,concept,pork,other,associated,43.9015037593985,-54.1774891774892,unclassified,-21.1048387096774,-42.782991202346
believe,doubt,lemon,other,related,7.69345238095241,-120.138571428571,antonym,52.875,-124.515053763441
believe,doubt,lemon,other,similar,7.69345238095241,-120.138571428571,antonym,52.875,-124.515053763441
believe,doubt,lemon,other,associated,7.69345238095241,-120.138571428571,antonym,52.875,-124.515053763441
bell,ring,ski,other,related,-7.41428571428571,-40.9847619047619,functional property,-123.393939393939,-15.3125
bell,ring,ski,other,similar,-7.41428571428571,-40.9847619047619,functional property,-123.393939393939,-15.3125
bell,ring,ski,other,associated,-7.41428571428571,-40.9847619047619,functional property,-123.393939393939,-15.3125
below,descent,stamp,other,related,-3.24022988505749,-118.551083591331,unclassified,-99.40625,-79.2017045454545
below,descent,stamp,other,similar,-3.24022988505749,-118.551083591331,unclassified,-99.40625,-79.2017045454545
below,descent,stamp,other,associated,-3.24022988505749,-118.551083591331,unclassified,-99.40625,-79.2017045454545
belt,asteroid,bent,other,related,-37.1904761904763,-32.7157157157158,fpa,14.3316532258065,8.01512096774195
belt,asteroid,bent,other,similar,-37.1904761904763,-32.7157157157158,fpa,14.3316532258065,8.01512096774195
belt,asteroid,bent,other,associated,-37.1904761904763,-32.7157157157158,fpa,14.3316532258065,8.01512096774195
bend,dent,van,other,related,-13.9166666666666,-44.1666666666666,unclassified,67.966856060606,7.11742424242425
bend,dent,van,other,similar,-13.9166666666666,-44.1666666666666,unclassified,67.966856060606,7.11742424242425
bend,dent,van,other,associated,-13.9166666666666,-44.1666666666666,unclassified,67.966856060606,7.11742424242425
best,peak,fragile,other,related,-19.68125,9.42857142857144,synonym,-65.28125,-28.0496323529412
best,peak,fragile,other,similar,-19.68125,9.42857142857144,synonym,-65.28125,-28.0496323529412
best,peak,fragile,other,associated,-19.68125,9.42857142857144,synonym,-65.28125,-28.0496323529412
better,good,veer,other,related,-95.172268907563,-112.957115009747,unclassified,-37.09375,54.8268817204302
better,good,veer,other,similar,-95.172268907563,-112.957115009747,unclassified,-37.09375,54.8268817204302
better,good,veer,other,associated,-95.172268907563,-112.957115009747,unclassified,-37.09375,54.8268817204302
bible,religious,urge,other,related,59.198275862069,-9.40740740740739,unclassified,3.18548387096769,0.770833333333371
bible,religious,urge,other,similar,59.198275862069,-9.40740740740739,unclassified,3.18548387096769,0.770833333333371
bible,religious,urge,other,associated,59.198275862069,-9.40740740740739,unclassified,3.18548387096769,0.770833333333371
bicycle,ride,olympics,other,related,-28.596256684492,-68.5007496251874,functional property,-55.125,-76.3604166666667
bicycle,ride,olympics,other,similar,-28.596256684492,-68.5007496251874,functional property,-55.125,-76.3604166666667
bicycle,ride,olympics,other,associated,-28.596256684492,-68.5007496251874,functional property,-55.125,-76.3604166666667
big,trees,instant,other,related,-57.0712250712251,-0.497150997150982,bpa,36.1221590909091,-22.96875
big,trees,instant,other,similar,-57.0712250712251,-0.497150997150982,bpa,36.1221590909091,-22.96875
big,trees,instant,other,associated,-57.0712250712251,-0.497150997150982,bpa,36.1221590909091,-22.96875
bike,rack,raspberry,other,related,-35.9571428571429,-3.89428571428562,bpa,-40.59375,87.4546370967742
bike,rack,raspberry,other,similar,-35.9571428571429,-3.89428571428562,bpa,-40.59375,87.4546370967742
bike,rack,raspberry,other,associated,-35.9571428571429,-3.89428571428562,bpa,-40.59375,87.4546370967742
billy,goat,stump,other,related,-25.5902777777778,-188.905882352941,bpa,-100.207386363636,116.90625
billy,goat,stump,other,similar,-25.5902777777778,-188.905882352941,bpa,-100.207386363636,116.90625
billy,goat,stump,other,associated,-25.5902777777778,-188.905882352941,bpa,-100.207386363636,116.90625
biology,fungi,ballot,other,related,-17.0199430199431,-81.8047138047137,supraordinate,-38.8064516129033,-116.84375
biology,fungi,ballot,other,similar,-17.0199430199431,-81.8047138047137,supraordinate,-38.8064516129033,-116.84375
biology,fungi,ballot,other,associated,-17.0199430199431,-81.8047138047137,supraordinate,-38.8064516129033,-116.84375
bird,early,brake,other,related,39.2509090909091,-29.3857142857142,fpa,-104.393939393939,54.1471774193549
bird,early,brake,other,similar,39.2509090909091,-29.3857142857142,fpa,-104.393939393939,54.1471774193549
bird,early,brake,other,associated,39.2509090909091,-29.3857142857142,fpa,-104.393939393939,54.1471774193549
bit,scrap,obvious,other,related,18.6495726495727,-41.6433566433566,unclassified,-36.5957661290323,124.21875
bit,scrap,obvious,other,similar,18.6495726495727,-41.6433566433566,unclassified,-36.5957661290323,124.21875
bit,scrap,obvious,other,associated,18.6495726495727,-41.6433566433566,unclassified,-36.5957661290323,124.21875
bitch,roommate,turnip,other,related,68.7833333333334,-47.9717391304348,perceptual property,17.1515151515151,-68.2520161290323
bitch,roommate,turnip,other,similar,68.7833333333334,-47.9717391304348,perceptual property,17.1515151515151,-68.2520161290323
bitch,roommate,turnip,other,associated,68.7833333333334,-47.9717391304348,perceptual property,17.1515151515151,-68.2520161290323
bite,scratch,majority,other,related,-32.03125,-7.82352941176475,unclassified,-66.15625,14.5202205882352
bite,scratch,majority,other,similar,-32.03125,-7.82352941176475,unclassified,-66.15625,14.5202205882352
bite,scratch,majority,other,associated,-32.03125,-7.82352941176475,unclassified,-66.15625,14.5202205882352
black,soot,enough,other,related,51.1571428571428,-13.9444444444445,perceptual property,106.30303030303,104.65625
black,soot,enough,other,similar,51.1571428571428,-13.9444444444445,perceptual property,106.30303030303,104.65625
black,soot,enough,other,associated,51.1571428571428,-13.9444444444445,perceptual property,106.30303030303,104.65625
blame,ridicule,gather,other,related,21.1067226890757,-49.3076923076923,unclassified,81.9375,-120.645161290323
blame,ridicule,gather,other,similar,21.1067226890757,-49.3076923076923,unclassified,81.9375,-120.645161290323
blame,ridicule,gather,other,associated,21.1067226890757,-49.3076923076923,unclassified,81.9375,-120.645161290323
blanket,pillow,victory,other,related,25.547619047619,58.1228571428572,script,-48.3104838709677,-7.4223484848485
blanket,pillow,victory,other,similar,25.547619047619,58.1228571428572,script,-48.3104838709677,-7.4223484848485
blanket,pillow,victory,other,associated,25.547619047619,58.1228571428572,script,-48.3104838709677,-7.4223484848485
bleach,starch,vice,other,related,-19.684065934066,-48.8631756756756,unclassified,-141.84375,-3.9375
bleach,starch,vice,other,similar,-19.684065934066,-48.8631756756756,unclassified,-141.84375,-3.9375
bleach,starch,vice,other,associated,-19.684065934066,-48.8631756756756,unclassified,-141.84375,-3.9375
blonde,peroxide,ceramics,other,related,42.8928571428571,35.7944444444445,unclassified,-32.96875,-47.842803030303
blonde,peroxide,ceramics,other,similar,42.8928571428571,35.7944444444445,unclassified,-32.96875,-47.842803030303
blonde,peroxide,ceramics,other,associated,42.8928571428571,35.7944444444445,unclassified,-32.96875,-47.842803030303
blood,hound,daily,other,related,44.7484848484849,-25.3238095238095,bpa,-68.5,56.75
blood,hound,daily,other,similar,44.7484848484849,-25.3238095238095,bpa,-68.5,56.75
blood,hound,daily,other,associated,44.7484848484849,-25.3238095238095,bpa,-68.5,56.75
blow,nose,acid,other,related,-112.295238095238,-30.7638248847926,action,-14.203629032258,-98.4403409090909
blow,nose,acid,other,similar,-112.295238095238,-30.7638248847926,action,-14.203629032258,-98.4403409090909
blow,nose,acid,other,associated,-112.295238095238,-30.7638248847926,action,-14.203629032258,-98.4403409090909
blue,adjective,roommate,other,related,-82.3830687830689,22.8307692307692,supraordinate,87.530303030303,46.96875
blue,adjective,roommate,other,similar,-82.3830687830689,22.8307692307692,supraordinate,87.530303030303,46.96875
blue,adjective,roommate,other,associated,-82.3830687830689,22.8307692307692,supraordinate,87.530303030303,46.96875
blush,flush,grammar,other,related,3.22377622377621,3.75,unclassified,17.9725378787879,-9.01955034213108
blush,flush,grammar,other,similar,3.22377622377621,3.75,unclassified,17.9725378787879,-9.01955034213108
blush,flush,grammar,other,associated,3.22377622377621,3.75,unclassified,17.9725378787879,-9.01955034213108
board,cork,top,other,related,-76.2525879917184,88.1868131868132,fpa,10.0085227272727,2.21875
board,cork,top,other,similar,-76.2525879917184,88.1868131868132,fpa,10.0085227272727,2.21875
board,cork,top,other,associated,-76.2525879917184,88.1868131868132,fpa,10.0085227272727,2.21875
boat,gravy,sand,other,related,-1.53548387096771,3.01428571428562,fpa,114.296370967742,-35.9090909090909
boat,gravy,sand,other,similar,-1.53548387096771,3.01428571428562,fpa,114.296370967742,-35.9090909090909
boat,gravy,sand,other,associated,-1.53548387096771,3.01428571428562,fpa,114.296370967742,-35.9090909090909
body,abdomen,sauce,other,related,59.3066666666667,57.5032679738562,category,-105.90625,-80.0501893939394
body,abdomen,sauce,other,similar,59.3066666666667,57.5032679738562,category,-105.90625,-80.0501893939394
body,abdomen,sauce,other,associated,59.3066666666667,57.5032679738562,category,-105.90625,-80.0501893939394
bomb,nuclear,square,other,related,13.831797235023,-31.3216031280547,fpa,-21.21875,-117.875
bomb,nuclear,square,other,similar,13.831797235023,-31.3216031280547,fpa,-21.21875,-117.875
bomb,nuclear,square,other,associated,13.831797235023,-31.3216031280547,fpa,-21.21875,-117.875
bone,bury,construct,other,related,-0.0824489795917884,-7.63636363636374,unclassified,62.2916666666666,-44.78125
bone,bury,construct,other,similar,-0.0824489795917884,-7.63636363636374,unclassified,62.2916666666666,-44.78125
bone,bury,construct,other,associated,-0.0824489795917884,-7.63636363636374,unclassified,62.2916666666666,-44.78125
book,content,tense,other,related,99.2787878787879,-62.9901960784313,unclassified,-86.4545454545455,32.6875
book,content,tense,other,similar,99.2787878787879,-62.9901960784313,unclassified,-86.4545454545455,32.6875
book,content,tense,other,associated,99.2787878787879,-62.9901960784313,unclassified,-86.4545454545455,32.6875
boots,cowboy,feature,other,related,36.7584541062802,-15.3677419354839,fpa,-3.15625,-66.6499051233396
boots,cowboy,feature,other,similar,36.7584541062802,-15.3677419354839,fpa,-3.15625,-66.6499051233396
boots,cowboy,feature,other,associated,36.7584541062802,-15.3677419354839,fpa,-3.15625,-66.6499051233396
booze,bottle,trees,other,related,-112.491228070175,89.6980676328502,unclassified,-88.1673387096774,-119.375
booze,bottle,trees,other,similar,-112.491228070175,89.6980676328502,unclassified,-88.1673387096774,-119.375
booze,bottle,trees,other,associated,-112.491228070175,89.6980676328502,unclassified,-88.1673387096774,-119.375
bored,excited,sober,other,related,23.8424908424909,-122.004901960784,antonym,-86.258064516129,71.6391129032259
bored,excited,sober,other,similar,23.8424908424909,-122.004901960784,antonym,-86.258064516129,71.6391129032259
bored,excited,sober,other,associated,23.8424908424909,-122.004901960784,antonym,-86.258064516129,71.6391129032259
boring,symphony,designer,other,related,28.7967914438503,55.8558758314856,unclassified,-95.25,11.28125
boring,symphony,designer,other,similar,28.7967914438503,55.8558758314856,unclassified,-95.25,11.28125
boring,symphony,designer,other,associated,28.7967914438503,55.8558758314856,unclassified,-95.25,11.28125
borrow,sell,identical,other,related,-23.9,-21.9464285714286,unclassified,13.386119257087,-68.8387096774193
borrow,sell,identical,other,similar,-23.9,-21.9464285714286,unclassified,13.386119257087,-68.8387096774193
borrow,sell,identical,other,associated,-23.9,-21.9464285714286,unclassified,13.386119257087,-68.8387096774193
boss,captain,hurry,other,related,41.2816399286987,36.5681818181818,unclassified,19.7379032258065,-82.3333333333334
boss,captain,hurry,other,similar,41.2816399286987,36.5681818181818,unclassified,19.7379032258065,-82.3333333333334
boss,captain,hurry,other,associated,41.2816399286987,36.5681818181818,unclassified,19.7379032258065,-82.3333333333334
bother,offend,perceive,other,related,-66.9313725490196,24.1733333333334,unclassified,-71.0967741935484,173.351814516129
bother,offend,perceive,other,similar,-66.9313725490196,24.1733333333334,unclassified,-71.0967741935484,173.351814516129
bother,offend,perceive,other,associated,-66.9313725490196,24.1733333333334,unclassified,-71.0967741935484,173.351814516129
bow,violin,flea,other,related,66.0793650793651,-11.6388888888889,instrument,17.939393939394,-2.9375
bow,violin,flea,other,similar,66.0793650793651,-11.6388888888889,instrument,17.939393939394,-2.9375
bow,violin,flea,other,associated,66.0793650793651,-11.6388888888889,instrument,17.939393939394,-2.9375
box,square,artist,other,related,18.0400000000001,90.9713831478537,synonym,-9.53125,-106.5625
box,square,artist,other,similar,18.0400000000001,90.9713831478537,synonym,-9.53125,-106.5625
box,square,artist,other,associated,18.0400000000001,90.9713831478537,synonym,-9.53125,-106.5625
boxer,champion,matter,other,related,-37.5338461538462,-6.57174638487209,unclassifed,-64.6354166666666,4.19959677419354
boxer,champion,matter,other,similar,-37.5338461538462,-6.57174638487209,unclassifed,-64.6354166666666,4.19959677419354
boxer,champion,matter,other,associated,-37.5338461538462,-6.57174638487209,unclassifed,-64.6354166666666,4.19959677419354
boy,cuddle,impossible,other,related,38.5,-60.5526315789474,unclassifed,-102.84375,105.0625
boy,cuddle,impossible,other,similar,38.5,-60.5526315789474,unclassifed,-102.84375,105.0625
boy,cuddle,impossible,other,associated,38.5,-60.5526315789474,unclassifed,-102.84375,105.0625
boyfriend,handsome,badge,other,related,17.65625,25.2026315789474,unclassifed,-42.375,104.790811339198
boyfriend,handsome,badge,other,similar,17.65625,25.2026315789474,unclassifed,-42.375,104.790811339198
boyfriend,handsome,badge,other,associated,17.65625,25.2026315789474,unclassifed,-42.375,104.790811339198
boys,husky,saddle,other,related,7.00357142857149,15.233870967742,unclassifed,87.5710227272727,125.375
boys,husky,saddle,other,similar,7.00357142857149,15.233870967742,unclassifed,87.5710227272727,125.375
boys,husky,saddle,other,associated,7.00357142857149,15.233870967742,unclassifed,87.5710227272727,125.375
bra,adjustment,pump,other,related,69.7809523809523,-20.3177723177723,unclassifed,113.060483870968,-146.110416666667
bra,adjustment,pump,other,similar,69.7809523809523,-20.3177723177723,unclassifed,113.060483870968,-146.110416666667
bra,adjustment,pump,other,associated,69.7809523809523,-20.3177723177723,unclassifed,113.060483870968,-146.110416666667
bracelet,ankle,dark,other,related,41.6113360323886,-1.73333333333335,fpa,-107.626008064516,33.0070564516129
bracelet,ankle,dark,other,similar,41.6113360323886,-1.73333333333335,fpa,-107.626008064516,33.0070564516129
bracelet,ankle,dark,other,associated,41.6113360323886,-1.73333333333335,fpa,-107.626008064516,33.0070564516129
