category,constraint,target,related,unrelated,context,related_context,unrelated_context
open_class,high,muscle,athlete,broom,[CLS] derek realizes he has pulled a [MASK] in his back . [SEP],[CLS] athlete. derek realizes he has pulled a [MASK] in his back . [SEP],[CLS] broom. derek realizes he has pulled a [MASK] in his back . [SEP]
open_class,low,muscle,flex,chemical,[CLS] suddenly he got a cramp to his [MASK] . [SEP],[CLS] flex. suddenly he got a cramp to his [MASK] . [SEP],[CLS] chemical. suddenly he got a cramp to his [MASK] . [SEP]
open_class,low,muscle,athlete,broom,[CLS] suddenly he got a cramp to his [MASK] . [SEP],[CLS] athlete. suddenly he got a cramp to his [MASK] . [SEP],[CLS] broom. suddenly he got a cramp to his [MASK] . [SEP]
open_class,low,music,tune,extra,[CLS] they were looking for magazines about [MASK] . [SEP],[CLS] tune. they were looking for magazines about [MASK] . [SEP],[CLS] extra. they were looking for magazines about [MASK] . [SEP]
open_class,low,music,underground,offend,[CLS] they were looking for magazines about [MASK] . [SEP],[CLS] underground. they were looking for magazines about [MASK] . [SEP],[CLS] offend. they were looking for magazines about [MASK] . [SEP]
open_class,high,music,tune,extra,[CLS] joe hated rock [MASK] afterwards . [SEP],[CLS] tune. joe hated rock [MASK] afterwards . [SEP],[CLS] extra. joe hated rock [MASK] afterwards . [SEP]
open_class,high,music,underground,offend,[CLS] joe hated rock [MASK] afterwards . [SEP],[CLS] underground. joe hated rock [MASK] afterwards . [SEP],[CLS] offend. joe hated rock [MASK] afterwards . [SEP]
open_class,high,mustache,beard,saltine,"[CLS] but when his granddaughter was a year old , will shaved his [MASK] . [SEP]","[CLS] beard. but when his granddaughter was a year old , will shaved his [MASK] . [SEP]","[CLS] saltine. but when his granddaughter was a year old , will shaved his [MASK] . [SEP]"
open_class,high,mustache,disguise,payment,"[CLS] but when his granddaughter was a year old , will shaved his [MASK] . [SEP]","[CLS] disguise. but when his granddaughter was a year old , will shaved his [MASK] . [SEP]","[CLS] payment. but when his granddaughter was a year old , will shaved his [MASK] . [SEP]"
open_class,low,mustache,beard,saltine,[CLS] she jumped back in surprise at the [MASK] . [SEP],[CLS] beard. she jumped back in surprise at the [MASK] . [SEP],[CLS] saltine. she jumped back in surprise at the [MASK] . [SEP]
open_class,low,mustache,disguise,payment,[CLS] she jumped back in surprise at the [MASK] . [SEP],[CLS] disguise. she jumped back in surprise at the [MASK] . [SEP],[CLS] payment. she jumped back in surprise at the [MASK] . [SEP]
open_class,low,nail,tack,honest,"[CLS] on the way , a tire ran over a [MASK] and became flat . [SEP]","[CLS] tack. on the way , a tire ran over a [MASK] and became flat . [SEP]","[CLS] honest. on the way , a tire ran over a [MASK] and became flat . [SEP]"
open_class,low,nail,remover,pike,"[CLS] on the way , a tire ran over a [MASK] and became flat . [SEP]","[CLS] remover. on the way , a tire ran over a [MASK] and became flat . [SEP]","[CLS] pike. on the way , a tire ran over a [MASK] and became flat . [SEP]"
open_class,high,nail,tack,honest,[CLS] then she remembers she has [MASK] polish . [SEP],[CLS] tack. then she remembers she has [MASK] polish . [SEP],[CLS] honest. then she remembers she has [MASK] polish . [SEP]
open_class,high,nail,remover,pike,[CLS] then she remembers she has [MASK] polish . [SEP],[CLS] remover. then she remembers she has [MASK] polish . [SEP],[CLS] pike. then she remembers she has [MASK] polish . [SEP]
open_class,high,naked,strip,sneeze,[CLS] she run away from bathtub [MASK] . [SEP],[CLS] strip. she run away from bathtub [MASK] . [SEP],[CLS] sneeze. she run away from bathtub [MASK] . [SEP]
open_class,high,naked,party,team,[CLS] she run away from bathtub [MASK] . [SEP],[CLS] party. she run away from bathtub [MASK] . [SEP],[CLS] team. she run away from bathtub [MASK] . [SEP]
open_class,low,naked,strip,sneeze,"[CLS] she then sent me a [MASK] photo , i loved chatrooms . [SEP]","[CLS] strip. she then sent me a [MASK] photo , i loved chatrooms . [SEP]","[CLS] sneeze. she then sent me a [MASK] photo , i loved chatrooms . [SEP]"
open_class,low,naked,party,team,"[CLS] she then sent me a [MASK] photo , i loved chatrooms . [SEP]","[CLS] party. she then sent me a [MASK] photo , i loved chatrooms . [SEP]","[CLS] team. she then sent me a [MASK] photo , i loved chatrooms . [SEP]"
open_class,high,name,initial,disaster,"[CLS] although i was confident about winning it , she called jeff 's [MASK] . [SEP]","[CLS] initial. although i was confident about winning it , she called jeff 's [MASK] . [SEP]","[CLS] disaster. although i was confident about winning it , she called jeff 's [MASK] . [SEP]"
open_class,high,name,designer,she,"[CLS] although i was confident about winning it , she called jeff 's [MASK] . [SEP]","[CLS] designer. although i was confident about winning it , she called jeff 's [MASK] . [SEP]","[CLS] she. although i was confident about winning it , she called jeff 's [MASK] . [SEP]"
open_class,low,name,initial,disaster,[CLS] they all wore [MASK] tags handed out at the start . [SEP],[CLS] initial. they all wore [MASK] tags handed out at the start . [SEP],[CLS] disaster. they all wore [MASK] tags handed out at the start . [SEP]
open_class,low,name,designer,she,[CLS] they all wore [MASK] tags handed out at the start . [SEP],[CLS] designer. they all wore [MASK] tags handed out at the start . [SEP],[CLS] she. they all wore [MASK] tags handed out at the start . [SEP]
open_class,low,narrow,wide,hobo,[CLS] i proceeded to drive between 2 trees that were to [MASK] for his jeep . [SEP],[CLS] wide. i proceeded to drive between 2 trees that were to [MASK] for his jeep . [SEP],[CLS] hobo. i proceeded to drive between 2 trees that were to [MASK] for his jeep . [SEP]
open_class,low,narrow,straight,strong,[CLS] i proceeded to drive between 2 trees that were to [MASK] for his jeep . [SEP],[CLS] straight. i proceeded to drive between 2 trees that were to [MASK] for his jeep . [SEP],[CLS] strong. i proceeded to drive between 2 trees that were to [MASK] for his jeep . [SEP]
open_class,high,narrow,wide,hobo,"[CLS] on a particularly [MASK] bend , he had to sneeze . [SEP]","[CLS] wide. on a particularly [MASK] bend , he had to sneeze . [SEP]","[CLS] hobo. on a particularly [MASK] bend , he had to sneeze . [SEP]"
open_class,high,narrow,straight,strong,"[CLS] on a particularly [MASK] bend , he had to sneeze . [SEP]","[CLS] straight. on a particularly [MASK] bend , he had to sneeze . [SEP]","[CLS] strong. on a particularly [MASK] bend , he had to sneeze . [SEP]"
open_class,low,nature,natural,government,[CLS] he spent many hours creating videos of scenic outdoor [MASK] shots . [SEP],[CLS] natural. he spent many hours creating videos of scenic outdoor [MASK] shots . [SEP],[CLS] government. he spent many hours creating videos of scenic outdoor [MASK] shots . [SEP]
open_class,low,nature,environment,break,[CLS] he spent many hours creating videos of scenic outdoor [MASK] shots . [SEP],[CLS] environment. he spent many hours creating videos of scenic outdoor [MASK] shots . [SEP],[CLS] break. he spent many hours creating videos of scenic outdoor [MASK] shots . [SEP]
open_class,high,nature,natural,government,[CLS] sue loved taking photos of animals and [MASK] . [SEP],[CLS] natural. sue loved taking photos of animals and [MASK] . [SEP],[CLS] government. sue loved taking photos of animals and [MASK] . [SEP]
open_class,high,nature,environment,break,[CLS] sue loved taking photos of animals and [MASK] . [SEP],[CLS] environment. sue loved taking photos of animals and [MASK] . [SEP],[CLS] break. sue loved taking photos of animals and [MASK] . [SEP]
open_class,high,navy,army,prince,[CLS] he finished high school and enlisted in the [MASK] . [SEP],[CLS] army. he finished high school and enlisted in the [MASK] . [SEP],[CLS] prince. he finished high school and enlisted in the [MASK] . [SEP]
open_class,high,navy,officer,increase,[CLS] he finished high school and enlisted in the [MASK] . [SEP],[CLS] officer. he finished high school and enlisted in the [MASK] . [SEP],[CLS] increase. he finished high school and enlisted in the [MASK] . [SEP]
open_class,low,navy,army,prince,[CLS] ike 's class was going on a field trip to the [MASK] submarine . [SEP],[CLS] army. ike 's class was going on a field trip to the [MASK] submarine . [SEP],[CLS] prince. ike 's class was going on a field trip to the [MASK] submarine . [SEP]
open_class,low,navy,officer,increase,[CLS] ike 's class was going on a field trip to the [MASK] submarine . [SEP],[CLS] officer. ike 's class was going on a field trip to the [MASK] submarine . [SEP],[CLS] increase. ike 's class was going on a field trip to the [MASK] submarine . [SEP]
open_class,low,neat,organize,caring,[CLS] the barber gave roland a [MASK] and trim haircut . [SEP],[CLS] organize. the barber gave roland a [MASK] and trim haircut . [SEP],[CLS] caring. the barber gave roland a [MASK] and trim haircut . [SEP]
open_class,low,neat,interesting,chief,[CLS] the barber gave roland a [MASK] and trim haircut . [SEP],[CLS] interesting. the barber gave roland a [MASK] and trim haircut . [SEP],[CLS] chief. the barber gave roland a [MASK] and trim haircut . [SEP]
open_class,high,neat,organize,caring,[CLS] she relaxed over her very [MASK] courtyard all day long . [SEP],[CLS] organize. she relaxed over her very [MASK] courtyard all day long . [SEP],[CLS] caring. she relaxed over her very [MASK] courtyard all day long . [SEP]
open_class,high,neat,interesting,chief,[CLS] she relaxed over her very [MASK] courtyard all day long . [SEP],[CLS] interesting. she relaxed over her very [MASK] courtyard all day long . [SEP],[CLS] chief. she relaxed over her very [MASK] courtyard all day long . [SEP]
open_class,low,neck,scarf,mask,"[CLS] afterwards , cindy felt in her legs and [MASK] . [SEP]","[CLS] scarf. afterwards , cindy felt in her legs and [MASK] . [SEP]","[CLS] mask. afterwards , cindy felt in her legs and [MASK] . [SEP]"
open_class,low,neck,glands,cemetery,"[CLS] afterwards , cindy felt in her legs and [MASK] . [SEP]","[CLS] glands. afterwards , cindy felt in her legs and [MASK] . [SEP]","[CLS] cemetery. afterwards , cindy felt in her legs and [MASK] . [SEP]"
open_class,high,neck,scarf,mask,[CLS] i had to scrub my [MASK] in the bathroom . [SEP],[CLS] scarf. i had to scrub my [MASK] in the bathroom . [SEP],[CLS] mask. i had to scrub my [MASK] in the bathroom . [SEP]
open_class,high,neck,glands,cemetery,[CLS] i had to scrub my [MASK] in the bathroom . [SEP],[CLS] glands. i had to scrub my [MASK] in the bathroom . [SEP],[CLS] cemetery. i had to scrub my [MASK] in the bathroom . [SEP]
open_class,low,necklace,bead,hand,[CLS] he found a lovely vintage [MASK] for his mother . [SEP],[CLS] bead. he found a lovely vintage [MASK] for his mother . [SEP],[CLS] hand. he found a lovely vintage [MASK] for his mother . [SEP]
open_class,low,necklace,jewelry,muffin,[CLS] he found a lovely vintage [MASK] for his mother . [SEP],[CLS] jewelry. he found a lovely vintage [MASK] for his mother . [SEP],[CLS] muffin. he found a lovely vintage [MASK] for his mother . [SEP]
open_class,high,necklace,bead,hand,[CLS] he gave her a [MASK] . [SEP],[CLS] bead. he gave her a [MASK] . [SEP],[CLS] hand. he gave her a [MASK] . [SEP]
open_class,high,necklace,jewelry,muffin,[CLS] he gave her a [MASK] . [SEP],[CLS] jewelry. he gave her a [MASK] . [SEP],[CLS] muffin. he gave her a [MASK] . [SEP]
open_class,low,need,necessary,philosophy,[CLS] jodie was a animal activist who helped animals in [MASK] . [SEP],[CLS] necessary. jodie was a animal activist who helped animals in [MASK] . [SEP],[CLS] philosophy. jodie was a animal activist who helped animals in [MASK] . [SEP]
open_class,low,need,help,context,[CLS] jodie was a animal activist who helped animals in [MASK] . [SEP],[CLS] help. jodie was a animal activist who helped animals in [MASK] . [SEP],[CLS] context. jodie was a animal activist who helped animals in [MASK] . [SEP]
open_class,high,need,necessary,philosophy,[CLS] they would [MASK] it for their vegetables in winter . [SEP],[CLS] necessary. they would [MASK] it for their vegetables in winter . [SEP],[CLS] philosophy. they would [MASK] it for their vegetables in winter . [SEP]
open_class,high,need,help,context,[CLS] they would [MASK] it for their vegetables in winter . [SEP],[CLS] help. they would [MASK] it for their vegetables in winter . [SEP],[CLS] context. they would [MASK] it for their vegetables in winter . [SEP]
open_class,high,needle,injection,sub,[CLS] she could not figure out how to thread the [MASK] . [SEP],[CLS] injection. she could not figure out how to thread the [MASK] . [SEP],[CLS] sub. she could not figure out how to thread the [MASK] . [SEP]
open_class,high,needle,physician,kitten,[CLS] she could not figure out how to thread the [MASK] . [SEP],[CLS] physician. she could not figure out how to thread the [MASK] . [SEP],[CLS] kitten. she could not figure out how to thread the [MASK] . [SEP]
open_class,low,needle,injection,sub,[CLS] my wife got me a [MASK] . [SEP],[CLS] injection. my wife got me a [MASK] . [SEP],[CLS] sub. my wife got me a [MASK] . [SEP]
open_class,low,needle,physician,kitten,[CLS] my wife got me a [MASK] . [SEP],[CLS] physician. my wife got me a [MASK] . [SEP],[CLS] kitten. my wife got me a [MASK] . [SEP]
open_class,low,negative,positive,dump,"[CLS] her friend , lori , made a [MASK] comment about donald trump . [SEP]","[CLS] positive. her friend , lori , made a [MASK] comment about donald trump . [SEP]","[CLS] dump. her friend , lori , made a [MASK] comment about donald trump . [SEP]"
open_class,low,negative,not,overpower,"[CLS] her friend , lori , made a [MASK] comment about donald trump . [SEP]","[CLS] not. her friend , lori , made a [MASK] comment about donald trump . [SEP]","[CLS] overpower. her friend , lori , made a [MASK] comment about donald trump . [SEP]"
open_class,high,negative,positive,dump,[CLS] they found out that the blood was o [MASK] . [SEP],[CLS] positive. they found out that the blood was o [MASK] . [SEP],[CLS] dump. they found out that the blood was o [MASK] . [SEP]
open_class,high,negative,not,overpower,[CLS] they found out that the blood was o [MASK] . [SEP],[CLS] not. they found out that the blood was o [MASK] . [SEP],[CLS] overpower. they found out that the blood was o [MASK] . [SEP]
open_class,low,neighborhood,community,scarcity,[CLS] my [MASK] requires a leash . [SEP],[CLS] community. my [MASK] requires a leash . [SEP],[CLS] scarcity. my [MASK] requires a leash . [SEP]
open_class,low,neighborhood,suburb,tropical,[CLS] my [MASK] requires a leash . [SEP],[CLS] suburb. my [MASK] requires a leash . [SEP],[CLS] tropical. my [MASK] requires a leash . [SEP]
open_class,high,neighborhood,community,scarcity,[CLS] john was walking around his [MASK] and saw a ice cream store . [SEP],[CLS] community. john was walking around his [MASK] and saw a ice cream store . [SEP],[CLS] scarcity. john was walking around his [MASK] and saw a ice cream store . [SEP]
open_class,high,neighborhood,suburb,tropical,[CLS] john was walking around his [MASK] and saw a ice cream store . [SEP],[CLS] suburb. john was walking around his [MASK] and saw a ice cream store . [SEP],[CLS] tropical. john was walking around his [MASK] and saw a ice cream store . [SEP]
open_class,high,nephew,niece,thinking,[CLS] damon grabbed her [MASK] before he fell from her hands . [SEP],[CLS] niece. damon grabbed her [MASK] before he fell from her hands . [SEP],[CLS] thinking. damon grabbed her [MASK] before he fell from her hands . [SEP]
open_class,high,nephew,cousin,captain,[CLS] damon grabbed her [MASK] before he fell from her hands . [SEP],[CLS] cousin. damon grabbed her [MASK] before he fell from her hands . [SEP],[CLS] captain. damon grabbed her [MASK] before he fell from her hands . [SEP]
open_class,low,nephew,niece,thinking,"[CLS] unable to sell the farm , he decided to give it to his [MASK] . [SEP]","[CLS] niece. unable to sell the farm , he decided to give it to his [MASK] . [SEP]","[CLS] thinking. unable to sell the farm , he decided to give it to his [MASK] . [SEP]"
open_class,low,nephew,cousin,captain,"[CLS] unable to sell the farm , he decided to give it to his [MASK] . [SEP]","[CLS] cousin. unable to sell the farm , he decided to give it to his [MASK] . [SEP]","[CLS] captain. unable to sell the farm , he decided to give it to his [MASK] . [SEP]"
open_class,high,nervous,anxiety,mastery,"[CLS] during the interview , he was [MASK] and unsure . [SEP]","[CLS] anxiety. during the interview , he was [MASK] and unsure . [SEP]","[CLS] mastery. during the interview , he was [MASK] and unsure . [SEP]"
open_class,high,nervous,interview,rye,"[CLS] during the interview , he was [MASK] and unsure . [SEP]","[CLS] interview. during the interview , he was [MASK] and unsure . [SEP]","[CLS] rye. during the interview , he was [MASK] and unsure . [SEP]"
open_class,low,nervous,anxiety,mastery,[CLS] she was [MASK] about her position . [SEP],[CLS] anxiety. she was [MASK] about her position . [SEP],[CLS] mastery. she was [MASK] about her position . [SEP]
open_class,low,nervous,interview,rye,[CLS] she was [MASK] about her position . [SEP],[CLS] interview. she was [MASK] about her position . [SEP],[CLS] rye. she was [MASK] about her position . [SEP]
open_class,low,new,old,before,[CLS] i got a [MASK] dental hygienist . [SEP],[CLS] old. i got a [MASK] dental hygienist . [SEP],[CLS] before. i got a [MASK] dental hygienist . [SEP]
open_class,low,new,meet,summary,[CLS] i got a [MASK] dental hygienist . [SEP],[CLS] meet. i got a [MASK] dental hygienist . [SEP],[CLS] summary. i got a [MASK] dental hygienist . [SEP]
open_class,high,new,old,before,[CLS] she went to the shelter and adopted her [MASK] kitten . [SEP],[CLS] old. she went to the shelter and adopted her [MASK] kitten . [SEP],[CLS] before. she went to the shelter and adopted her [MASK] kitten . [SEP]
open_class,high,new,meet,summary,[CLS] she went to the shelter and adopted her [MASK] kitten . [SEP],[CLS] meet. she went to the shelter and adopted her [MASK] kitten . [SEP],[CLS] summary. she went to the shelter and adopted her [MASK] kitten . [SEP]
open_class,high,news,update,nuts,[CLS] he did not take the [MASK] well . [SEP],[CLS] update. he did not take the [MASK] well . [SEP],[CLS] nuts. he did not take the [MASK] well . [SEP]
open_class,high,news,network,go,[CLS] he did not take the [MASK] well . [SEP],[CLS] network. he did not take the [MASK] well . [SEP],[CLS] go. he did not take the [MASK] well . [SEP]
open_class,low,news,update,nuts,"[CLS] after graduation , she realized she hated the [MASK] . [SEP]","[CLS] update. after graduation , she realized she hated the [MASK] . [SEP]","[CLS] nuts. after graduation , she realized she hated the [MASK] . [SEP]"
open_class,low,news,network,go,"[CLS] after graduation , she realized she hated the [MASK] . [SEP]","[CLS] network. after graduation , she realized she hated the [MASK] . [SEP]","[CLS] go. after graduation , she realized she hated the [MASK] . [SEP]"
open_class,high,newspaper,column,pocketbook,[CLS] brenda took a press release to the student [MASK] . [SEP],[CLS] column. brenda took a press release to the student [MASK] . [SEP],[CLS] pocketbook. brenda took a press release to the student [MASK] . [SEP]
open_class,high,newspaper,advertisement,section,[CLS] brenda took a press release to the student [MASK] . [SEP],[CLS] advertisement. brenda took a press release to the student [MASK] . [SEP],[CLS] section. brenda took a press release to the student [MASK] . [SEP]
open_class,low,newspaper,column,pocketbook,[CLS] she decided to grab a [MASK] . [SEP],[CLS] column. she decided to grab a [MASK] . [SEP],[CLS] pocketbook. she decided to grab a [MASK] . [SEP]
open_class,low,newspaper,advertisement,section,[CLS] she decided to grab a [MASK] . [SEP],[CLS] advertisement. she decided to grab a [MASK] . [SEP],[CLS] section. she decided to grab a [MASK] . [SEP]
open_class,high,newton,fig,spring,[CLS] i was shocked when cam [MASK] did not dive for a fumble . [SEP],[CLS] fig. i was shocked when cam [MASK] did not dive for a fumble . [SEP],[CLS] spring. i was shocked when cam [MASK] did not dive for a fumble . [SEP]
open_class,high,newton,gravity,bullet,[CLS] i was shocked when cam [MASK] did not dive for a fumble . [SEP],[CLS] gravity. i was shocked when cam [MASK] did not dive for a fumble . [SEP],[CLS] bullet. i was shocked when cam [MASK] did not dive for a fumble . [SEP]
open_class,low,newton,fig,spring,[CLS] our niece betty graduated from [MASK] ( ma ) high school this june . [SEP],[CLS] fig. our niece betty graduated from [MASK] ( ma ) high school this june . [SEP],[CLS] spring. our niece betty graduated from [MASK] ( ma ) high school this june . [SEP]
open_class,low,newton,gravity,bullet,[CLS] our niece betty graduated from [MASK] ( ma ) high school this june . [SEP],[CLS] gravity. our niece betty graduated from [MASK] ( ma ) high school this june . [SEP],[CLS] bullet. our niece betty graduated from [MASK] ( ma ) high school this june . [SEP]
open_class,low,nice,friendliness,cleaner,"[CLS] it was a [MASK] day , until i had to go outside and mow the lawn . [SEP]","[CLS] friendliness. it was a [MASK] day , until i had to go outside and mow the lawn . [SEP]","[CLS] cleaner. it was a [MASK] day , until i had to go outside and mow the lawn . [SEP]"
open_class,low,nice,evil,bridge,"[CLS] it was a [MASK] day , until i had to go outside and mow the lawn . [SEP]","[CLS] evil. it was a [MASK] day , until i had to go outside and mow the lawn . [SEP]","[CLS] bridge. it was a [MASK] day , until i had to go outside and mow the lawn . [SEP]"
open_class,high,nice,friendliness,cleaner,[CLS] it was so [MASK] to see my friend . [SEP],[CLS] friendliness. it was so [MASK] to see my friend . [SEP],[CLS] cleaner. it was so [MASK] to see my friend . [SEP]
open_class,high,nice,evil,bridge,[CLS] it was so [MASK] to see my friend . [SEP],[CLS] evil. it was so [MASK] to see my friend . [SEP],[CLS] bridge. it was so [MASK] to see my friend . [SEP]
open_class,high,night,moonlight,doorbell,[CLS] i woke up in the middle of the [MASK] . [SEP],[CLS] moonlight. i woke up in the middle of the [MASK] . [SEP],[CLS] doorbell. i woke up in the middle of the [MASK] . [SEP]
open_class,high,night,bat,synagogue,[CLS] i woke up in the middle of the [MASK] . [SEP],[CLS] bat. i woke up in the middle of the [MASK] . [SEP],[CLS] synagogue. i woke up in the middle of the [MASK] . [SEP]
open_class,low,night,moonlight,doorbell,[CLS] it was at [MASK] . [SEP],[CLS] moonlight. it was at [MASK] . [SEP],[CLS] doorbell. it was at [MASK] . [SEP]
open_class,low,night,bat,synagogue,[CLS] it was at [MASK] . [SEP],[CLS] bat. it was at [MASK] . [SEP],[CLS] synagogue. it was at [MASK] . [SEP]
open_class,low,noise,sound,easter,[CLS] she was scared of the [MASK] and the instruments . [SEP],[CLS] sound. she was scared of the [MASK] and the instruments . [SEP],[CLS] easter. she was scared of the [MASK] and the instruments . [SEP]
open_class,low,noise,hearing,action,[CLS] she was scared of the [MASK] and the instruments . [SEP],[CLS] hearing. she was scared of the [MASK] and the instruments . [SEP],[CLS] action. she was scared of the [MASK] and the instruments . [SEP]
open_class,high,noise,sound,easter,[CLS] she looked all around for the source of the [MASK] . [SEP],[CLS] sound. she looked all around for the source of the [MASK] . [SEP],[CLS] easter. she looked all around for the source of the [MASK] . [SEP]
open_class,high,noise,hearing,action,[CLS] she looked all around for the source of the [MASK] . [SEP],[CLS] hearing. she looked all around for the source of the [MASK] . [SEP],[CLS] action. she looked all around for the source of the [MASK] . [SEP]
open_class,high,noodles,oodles,more,[CLS] i cooked the [MASK] . [SEP],[CLS] oodles. i cooked the [MASK] . [SEP],[CLS] more. i cooked the [MASK] . [SEP]
open_class,high,noodles,macaroni,release,[CLS] i cooked the [MASK] . [SEP],[CLS] macaroni. i cooked the [MASK] . [SEP],[CLS] release. i cooked the [MASK] . [SEP]
open_class,low,noodles,oodles,more,[CLS] the [MASK] were overcooked and mushy . [SEP],[CLS] oodles. the [MASK] were overcooked and mushy . [SEP],[CLS] more. the [MASK] were overcooked and mushy . [SEP]
open_class,low,noodles,macaroni,release,[CLS] the [MASK] were overcooked and mushy . [SEP],[CLS] macaroni. the [MASK] were overcooked and mushy . [SEP],[CLS] release. the [MASK] were overcooked and mushy . [SEP]
open_class,low,normal,standard,mist,[CLS] this is almost a [MASK] day for camden . [SEP],[CLS] standard. this is almost a [MASK] day for camden . [SEP],[CLS] mist. this is almost a [MASK] day for camden . [SEP]
open_class,low,normal,sober,building,[CLS] this is almost a [MASK] day for camden . [SEP],[CLS] sober. this is almost a [MASK] day for camden . [SEP],[CLS] building. this is almost a [MASK] day for camden . [SEP]
open_class,high,normal,standard,mist,"[CLS] eventually , gai 's blood pressure returned to [MASK] . [SEP]","[CLS] standard. eventually , gai 's blood pressure returned to [MASK] . [SEP]","[CLS] mist. eventually , gai 's blood pressure returned to [MASK] . [SEP]"
open_class,high,normal,sober,building,"[CLS] eventually , gai 's blood pressure returned to [MASK] . [SEP]","[CLS] sober. eventually , gai 's blood pressure returned to [MASK] . [SEP]","[CLS] building. eventually , gai 's blood pressure returned to [MASK] . [SEP]"
open_class,high,nose,snot,guess,[CLS] she made me walk around the store holding it to my [MASK] . [SEP],[CLS] snot. she made me walk around the store holding it to my [MASK] . [SEP],[CLS] guess. she made me walk around the store holding it to my [MASK] . [SEP]
open_class,high,nose,feature,crude,[CLS] she made me walk around the store holding it to my [MASK] . [SEP],[CLS] feature. she made me walk around the store holding it to my [MASK] . [SEP],[CLS] crude. she made me walk around the store holding it to my [MASK] . [SEP]
open_class,low,nose,snot,guess,"[CLS] upon arrival , jordan met a clown with a red [MASK] . [SEP]","[CLS] snot. upon arrival , jordan met a clown with a red [MASK] . [SEP]","[CLS] guess. upon arrival , jordan met a clown with a red [MASK] . [SEP]"
open_class,low,nose,feature,crude,"[CLS] upon arrival , jordan met a clown with a red [MASK] . [SEP]","[CLS] feature. upon arrival , jordan met a clown with a red [MASK] . [SEP]","[CLS] crude. upon arrival , jordan met a clown with a red [MASK] . [SEP]"
open_class,high,note,message,sly,[CLS] cam wrote a love [MASK] to a pretty girl in his class . [SEP],[CLS] message. cam wrote a love [MASK] to a pretty girl in his class . [SEP],[CLS] sly. cam wrote a love [MASK] to a pretty girl in his class . [SEP]
open_class,high,note,letter,bold,[CLS] cam wrote a love [MASK] to a pretty girl in his class . [SEP],[CLS] letter. cam wrote a love [MASK] to a pretty girl in his class . [SEP],[CLS] bold. cam wrote a love [MASK] to a pretty girl in his class . [SEP]
open_class,low,note,message,sly,[CLS] the treasure was a [MASK] that . [SEP],[CLS] message. the treasure was a [MASK] that . [SEP],[CLS] sly. the treasure was a [MASK] that . [SEP]
open_class,low,note,letter,bold,[CLS] the treasure was a [MASK] that . [SEP],[CLS] letter. the treasure was a [MASK] that . [SEP],[CLS] bold. the treasure was a [MASK] that . [SEP]
open_class,low,novel,mystery,cookbook,[CLS] no publisher would publish his [MASK] because his writing was subpar . [SEP],[CLS] mystery. no publisher would publish his [MASK] because his writing was subpar . [SEP],[CLS] cookbook. no publisher would publish his [MASK] because his writing was subpar . [SEP]
open_class,low,novel,author,curved,[CLS] no publisher would publish his [MASK] because his writing was subpar . [SEP],[CLS] author. no publisher would publish his [MASK] because his writing was subpar . [SEP],[CLS] curved. no publisher would publish his [MASK] because his writing was subpar . [SEP]
open_class,high,novel,mystery,cookbook,"[CLS] after therapy , mike began to write a small [MASK] based on his life . [SEP]","[CLS] mystery. after therapy , mike began to write a small [MASK] based on his life . [SEP]","[CLS] cookbook. after therapy , mike began to write a small [MASK] based on his life . [SEP]"
open_class,high,novel,author,curved,"[CLS] after therapy , mike began to write a small [MASK] based on his life . [SEP]","[CLS] author. after therapy , mike began to write a small [MASK] based on his life . [SEP]","[CLS] curved. after therapy , mike began to write a small [MASK] based on his life . [SEP]"
open_class,high,novice,beginner,rod,[CLS] i decided to put a few ingredients in since i 'm still a [MASK] . [SEP],[CLS] beginner. i decided to put a few ingredients in since i 'm still a [MASK] . [SEP],[CLS] rod. i decided to put a few ingredients in since i 'm still a [MASK] . [SEP]
open_class,high,novice,expert,neck,[CLS] i decided to put a few ingredients in since i 'm still a [MASK] . [SEP],[CLS] expert. i decided to put a few ingredients in since i 'm still a [MASK] . [SEP],[CLS] neck. i decided to put a few ingredients in since i 'm still a [MASK] . [SEP]
open_class,low,novice,beginner,rod,[CLS] sean was a fishing [MASK] . [SEP],[CLS] beginner. sean was a fishing [MASK] . [SEP],[CLS] rod. sean was a fishing [MASK] . [SEP]
open_class,low,novice,expert,neck,[CLS] sean was a fishing [MASK] . [SEP],[CLS] expert. sean was a fishing [MASK] . [SEP],[CLS] neck. sean was a fishing [MASK] . [SEP]
open_class,high,number,digit,shower,[CLS] rory talked to the adoption agency and got their phone [MASK] . [SEP],[CLS] digit. rory talked to the adoption agency and got their phone [MASK] . [SEP],[CLS] shower. rory talked to the adoption agency and got their phone [MASK] . [SEP]
open_class,high,number,identification,skill,[CLS] rory talked to the adoption agency and got their phone [MASK] . [SEP],[CLS] identification. rory talked to the adoption agency and got their phone [MASK] . [SEP],[CLS] skill. rory talked to the adoption agency and got their phone [MASK] . [SEP]
open_class,low,number,digit,shower,[CLS] i went to the police station and the [MASK] i wrote was invalid . [SEP],[CLS] digit. i went to the police station and the [MASK] i wrote was invalid . [SEP],[CLS] shower. i went to the police station and the [MASK] i wrote was invalid . [SEP]
open_class,low,number,identification,skill,[CLS] i went to the police station and the [MASK] i wrote was invalid . [SEP],[CLS] identification. i went to the police station and the [MASK] i wrote was invalid . [SEP],[CLS] skill. i went to the police station and the [MASK] i wrote was invalid . [SEP]
